A_ball,A_rad,abs_tol,c_ball,c_rad,cache_A,cache_A_exact_contained,cache_A_radius,cache_A_radius_contains_A_ball,cache_A_radius_overlaps_A_ball,cutoff,dps,elapsed_seconds,full_mu_ball,full_mu_rad,k,kind,lam,n_sum,retained_mu_ball,retained_mu_rad,tail_mu_bound
[0.12429455432739106433527439283027536377281985711944396149023724333725518720905181692454200289264973710230457287521215467699380637449376522651 +/- 6.66e-141],2.767221034406841067680384010559153704563e-141,1e-140,[0.12429455432739106433527439283027536377281985711944396149023724333725518720905181692454200289264973710230457287521215467699380637449376522651 +/- 6.66e-141],2.767221019743146522882281536709652617137e-141,,,,,,8,220,3.9024296999996295,[0.12429455432739106433527439283027536377281985711944396149023724333725518720905181692454200289264973710230457287521215467699380637449376522651 +/- 6.66e-141],2.767221014855248341282914045426485587996e-141,0,acb_coefficient_enclosure,0.01,100,[0.12429455432739106433527439283027536377281985711944396149023724333725518720905181692454200289264973710230457287521215467699380637449376522651 +/- 6.66e-141],2.767221009967350159683546554143318558854e-141,3.05424124932218722320632667044104273693977939275599852205718e-13605
[0.00071810479092027374573619465211563351619983955908882794825410370917028973868159423650557683453148914048373639416748848564631887788832626661 +/- 2.67e-141],2.019930539316127410516668226559417966511e-141,1e-140,[0.00071810479092027374573619465211563351619983955908882794825410370917028973868159423650557683453148914048373639416748848564631887788832626661 +/- 2.67e-141],2.019930531984280138117616989634667422799e-141,,,,,,8,220,4.340388700002222,[0.00143620958184054749147238930423126703239967911817765589650820741834057947736318847301115366906297828096747278833497697129263775577665253322 +/- 5.33e-141],4.039861059080662094635866487986167816455e-141,1,acb_coefficient_enclosure,0.01,100,[0.00143620958184054749147238930423126703239967911817765589650820741834057947736318847301115366906297828096747278833497697129263775577665253322 +/- 5.33e-141],4.039861054192763913036498996703000787314e-141,6.51571466522066607617349689694089117213819603787946351372199e-13604
[3.859827053011492655717206548792692117033533117562974148852507089666994033203780731533421086739624687052514396513863271719953476832473307e-6 +/- 6.54e-142],4.932851973439864156127379936774206608313e-142,1e-140,[1.929913526505746327858603274396346058516766558781487074426253544833497016601890365766710543369812343526257198256931635859976738416236654e-6 +/- 6.67e-142],2.466425974500186624065271240179185731302e-142,,,,,,8,220,4.152868499993929,[4.63179246361379118686064785855123054044023974107556897862300850760039283984453687784010530408754962446301727581663592606394417219896797e-5 +/- 2.00e-140],5.919422333912549716157283485146878725983e-141,2,acb_coefficient_enclosure,0.01,100,[4.63179246361379118686064785855123054044023974107556897862300850760039283984453687784010530408754962446301727581663592606394417219896797e-5 +/- 2.00e-140],5.919422324136753352958548502580544667699e-141,2.50203443144473577325062280842530221010106727854571398926925e-13602
[1.9521436485449946130923862695529538638260483206203885721212782545874017467355469312640976507553945481003355694580904277582348495396036e-8 +/- 1.29e-142],7.245474124838236046369666904474638936115e-143,1e-140,[3.2535727475749910218206437825882564397100805343673142868687970909790029112259115521068294179256575801672259490968173795970580825660060e-9 +/- 2.14e-143],1.207579018897037447207691557796619368594e-143,,,,,,8,220,3.7145692000049166,[2.3425723782539935357108635234635446365912579847444662865455339055048820960826563175169171809064734577204026833497085133098818194475243e-6 +/- 3.55e-140],8.69456891436862143904818597356660576206e-141,3,acb_coefficient_enclosure,0.01,100,[2.3425723782539935357108635234635446365912579847444662865455339055048820960826563175169171809064734577204026833497085133098818194475243e-6 +/- 3.55e-140],8.694568904592825075849450991000271703776e-141,1.1437871686604506392002847124229952960462021844780406808088e-13600
[9.364492370258971466724541733905463596642941134214435598801303340966870902688481842359053901023002423812404596723607458580563777893559e-11 +/- 8.67e-144],7.613865603490716022592511409647011544584e-144,1e-140,[3.901871820941238111135225722460609831934558805922681499500543058736196209453534100982939125426251009921835248634836441075234907455650e-12 +/- 7.78e-145],3.172443986537783547013132934104324179317e-145,,,,,,8,220,4.481988300001831,[1.573234718203507206409723011296117884236014110548025180598618961282434311651664949516321055371864407200483972249566053041534714686118e-7 +/- 2.34e-140],1.279129413367232337609079626434252032304e-140,4,acb_coefficient_enclosure,0.01,100,[1.573234718203507206409723011296117884236014110548025180598618961282434311651664949516321055371864407200483972249566053041534714686118e-7 +/- 2.34e-140],1.279129411412073064969332629920985220648e-140,5.69351835066535429290808390183890991809665087384624694447046e-13599
[4.2861736773535880598451247062877931974478078635381629550507373141940659605240116164040891733493623936551513678796350555589804102330e-13 +/- 9.94e-145],6.229581249703775852953486242171198593364e-145,1e-140,[3.57181139779465671653760392190649433120650655294846912920894776182838830043667634700340764445780199471262613989969587963248367519416e-15 +/- 8.78e-147],5.191317709329536665994606325691159713714e-147,,,,,,8,220,4.155579700003727,[1.29613892003172502929716571118142866290821709793394047760734296381228554646246111280059656602084718784131777364680164080103567605446e-8 +/- 3.81e-140],1.88382536282869746029561313605082572374e-140,5,acb_coefficient_enclosure,0.01,100,[1.29613892003172502929716571118142866290821709793394047760734296381228554646246111280059656602084718784131777364680164080103567605446e-8 +/- 3.81e-140],1.883825360873538187655866139537558912083e-140,2.98133324543931279337732393405382919347606445757767112728635e-13597
[1.880522662893142768476152636729981624011690441328938956100751297805039035553682123458076023982100083553379996830041404145912432027892e-15 +/- 1.92e-148],1.058457900689494628931365188297437676581e-148,1e-140,[2.611837031796031622883545328791641144460681168512415216806599024729220882713447393691772255530694560490805551152835283535989488927628e-18 +/- 2.51e-151],1.470080411681135146003684476905835039584e-151,,,,,,8,220,3.832621699999436,[1.251074117169550021011814826163722174822497416807316508714707823403736369573153643094188817234811543586392644291089945350192622779516e-9 +/- 1.18e-142],7.041708685604971557979985583805275765262e-143,6,acb_coefficient_enclosure,0.01,100,[1.251074117169550021011814826163722174822497416807316508714707823403736369573153643094188817234811543586392644291089945350192622779516e-9 +/- 1.18e-142],7.041708677967630649230973878675327282228e-143,1.61450661906867400502895080736453519400549952164206190277661e-13595
[7.93824086340319297331689861608636407398320927054006826196041763547699101814855304766021800516092939433425077729543854325296617441087e-18 +/- 8.55e-150],4.004247906081328888325871582128258614924e-150,1e-140,[1.57504779035777638359462274128697699880619231558334687737309873719781567820407798564686865181764472109806563041576161572479487587517e-21 +/- 4.32e-153],7.944936296257544903340449438954985641576e-154,,,,,,8,220,3.9765372999972897,[1.37309974921726781753494924094058343569628286051127311946242692757783447198400603660232135696310040794029949285096843205438666749314e-10 +/- 3.38e-142],6.926259677140048902428699692115721735178e-143,7,acb_coefficient_enclosure,0.01,100,[1.37309974921726781753494924094058343569628286051127311946242692757783447198400603660232135696310040794029949285096843205438666749314e-10 +/- 3.38e-142],6.926259669502707993679687986985773252144e-143,8.95513004710091181456058047818195520941717068004130335406759e-13594
[3.2339573904401160966689978430267885266750455291049677492826709532169227229708461562193580259996740123326246079410784240544082085343e-20 +/- 2.45e-151],1.338857185151198213851787732746616862424e-151,1e-140,[8.0207276548613990492782684598878683697297756178198604892923386736530821502253128874488046279753819750313110315998968850555759140236e-25 +/- 4.44e-156],3.320578327740130035381712523240720622655e-156,,,,,,8,220,4.140784200004418,[1.67815999471536034069772169030691225940057194589030329650936475876980039232767473403149931587890923900122582935341171008483502051949e-11 +/- 7.97e-143],6.947576244075776451500864481066821090015e-143,8,acb_coefficient_enclosure,0.01,100,[1.67815999471536034069772169030691225940057194589030329650936475876980039232767473403149931587890923900122582935341171008483502051949e-11 +/- 7.97e-143],6.947576236438435542751852775936872606981e-143,5.05701461483345608351656309356157470649440226637626542347346e-13592
[1.2747418922539901466754140490975460253753448598445521424727163365458557299399680841001609312973395894467266602963640769954314998353e-22 +/- 6.63e-153],4.101334451524760636752824638106383115406e-153,1e-140,[3.512846925303103358342741537416077009962921240753285225068111597624161513282539914297180696917271796314833168806117937046493330675e-28 +/- 1.65e-158],1.130217824943420613074040933508987933971e-158,,,,,,8,220,4.252695100003621,[2.2490558786808040657971420041637480932080534040037814380609476170484057388383531364578912307185063056419977649143314270166168120941e-12 +/- 7.30e-143],7.236076858002497638654241926053019975811e-143,9,acb_coefficient_enclosure,0.01,100,[2.2490558786808040657971420041637480932080534040037814380609476170484057388383531364578912307185063056419977649143314270166168120941e-12 +/- 7.30e-143],7.236076850365156729905230220923071492777e-143,2.89580626365200011519264244515525962140311035043019830565217e-13590
