A_ball,A_rad,abs_tol,c_ball,c_rad,cache_A,cache_A_exact_contained,cache_A_radius,cache_A_radius_contains_A_ball,cache_A_radius_overlaps_A_ball,cutoff,dps,elapsed_seconds,full_mu_ball,full_mu_rad,k,kind,lam,n_sum,retained_mu_ball,retained_mu_rad,tail_mu_bound
[0.0679601512444536327222937591540084460919111028065808575669743300807983530343381172927119293255191814221641759187712459232678 +/- 4.33e-125],8.724685798965387485254567919973554482714e-126,1e-125,[0.0679601512444536327222937591540084460919111028065808575669743300807983530343381172927119293255191814221641759187712459232678 +/- 4.33e-125],8.724685765945682841340813287170600419906e-126,,,,,,6,180,0.48160310000093887,[0.0679601512444536327222937591540084460919111028065808575669743300807983530343381172927119293255191814221641759187712459232678 +/- 4.33e-125],8.72468575493911462670289507623628239897e-126,0,acb_coefficient_enclosure,-97.25,50,[0.0679601512444536327222937591540084460919111028065808575669743300807983530343381172927119293255191814221641759187712459232678 +/- 4.33e-125],8.724685743932546412064976865301964378034e-126,1.528767675723140498972702784125051388479241039882349614153908586051739005302833130959254582432699013421500483928322552560726423726e-3381
[0.00012427081174275979786803992637217703894825445441562185325441471184748689039434999805153163688396354500237661247709230253929 +/- 8.56e-126],4.443219525940604248692530289637110043291e-126,1e-125,[0.00012427081174275979786803992637217703894825445441562185325441471184748689039434999805153163688396354500237661247709230253929 +/- 8.56e-126],4.443219509430751926735652973235633011887e-126,,,,,,6,180,0.43890429999737535,[0.0002485416234855195957360798527443540778965089088312437065088294236949737807886999961030632737679270900047532249541846050786 +/- 2.07e-125],8.886439007854935638833387735536948002839e-126,1,acb_coefficient_enclosure,-97.25,50,[0.0002485416234855195957360798527443540778965089088312437065088294236949737807886999961030632737679270900047532249541846050786 +/- 2.07e-125],8.886438996848367424195469524602629981903e-126,1.834521210867768598767243340950061666175089247858819536984690303262086806363399757151105498919238816105800580713987063072871708472e-3380
[2.2512304329474557465761125065853285543124996208966593234637360239091406596247018009130236802794839923073520269340651759e-7 +/- 2.33e-126],8.769095270999615884539777975806356590354e-127,1e-125,[1.12561521647372787328805625329266427715624981044832966173186801195457032981235090045651184013974199615367601346703258794e-7 +/- 7.17e-127],4.384547621741597673972491224235280769007e-127,,,,,,6,180,0.42917820000002393,[2.7014765195369468958913350079023942651749995450759911881564832286909687915496421610956284163353807907688224323208782111e-6 +/- 4.79e-125],1.052291425916012977362022430536171978281e-125,2,acb_coefficient_enclosure,-97.25,50,[2.7014765195369468958913350079023942651749995450759911881564832286909687915496421610956284163353807907688224323208782111e-6 +/- 4.79e-125],1.052291424815356155898230609442740176187e-125,3.962565815474380173337245616452133198938192775375050199886931055046107501744943475446387877665555842788529254342212056237402890299e-3379
[4.04165746464488091530712361281083567987526145564464991206945456531572869447775857316375932093833209841608900494734627e-10 +/- 2.17e-127],1.124103286519042596877144639241266523784e-127,1e-125,[6.73609577440813485884520602135139279979210242607441652011575760885954782412959762193959886823055349736014834157891045e-11 +/- 3.61e-128],1.873505468932856243776034129776341585784e-128,,,,,,6,180,0.43311000000539934,[4.84998895757385709836854833537300281585031374677357989448334547837887443337331028779651118512599851809930680593681553e-8 +/- 6.10e-125],1.348923934880014441859265020705386436531e-125,3,acb_coefficient_enclosure,-97.25,50,[4.84998895757385709836854833537300281585031374677357989448334547837887443337331028779651118512599851809930680593681553e-8 +/- 6.10e-125],1.348923932678700798931681378518522832343e-125,1.018945495407697758858148872801977108298392427953584337113782271297570500448699750829071168542571502431336093973711671603903600363e-3377
[7.193152348631598529207113252187284150418145890935869607409703893092584508065872259700977258496759254602648975245057e-13 +/- 5.31e-128],1.066069608453625095979185555009342191341e-128,1e-125,[2.9971468119298327205029638550780350626742274545566123364207099554552435450274467748754071910403163560844370730187739e-14 +/- 7.13e-130],4.441956701890104566579939812538925797252e-130,,,,,,6,180,0.4323246999992989,[1.2084495945701085529067950263674637372702485096772260940448302540395541973550665396297641794274555547732450278411696e-9 +/- 6.53e-125],1.79099693575292909798062653069636791606e-125,4,acb_coefficient_enclosure,-97.25,50,[1.2084495945701085529067950263674637372702485096772260940448302540395541973550665396297641794274555547732450278411696e-9 +/- 6.53e-125],1.790996933551615455053042888509504311873e-125,2.853047387141553724802816843845535903235498798270036143918590359633197401256359302321399271919200206807741063126392680490930081015e-3376
[1.26944549296572010608085149385499572548790264206760928293604678740959834528974528525841162688844149193226450031979877e-15 +/- 9.40e-132],4.632347604798667767083441634984129056503e-132,1e-125,[1.05787124413810008840070957821249643790658553505634106911337232284133195440812107104867635574036790994355375026649897e-17 +/- 4.90e-134],3.860289654264491756829571922892945464688e-134,,,,,,6,180,0.44767270000011194,[3.8388031707283376007884949174175070738754175896124504715986054851266253961561897426214367597106470716031678489670715e-11 +/- 4.80e-127],1.400821908239313060447239552495072047143e-127,5,acb_coefficient_enclosure,-97.25,50,[3.8388031707283376007884949174175070738754175896124504715986054851266253961561897426214367597106470716031678489670715e-11 +/- 4.80e-127],1.400821906519536776910064832036584856372e-127,8.40352139485330369851011506732685120589365100581356100572384796837414507279145830865575785547109879096098276775410207708237587499e-3375
[2.2220074610267660665367193265379287741947109985279894411169453793763032447570754554743209564547577396998621977110e-18 +/- 4.11e-131],2.668397067806632682293284298333833490313e-131,1e-125,[3.0861214736482862035232212868582344086037652757333186682179796935781989510514936881587791061871635273609197190430e-21 +/- 7.27e-134],3.706107021216971165927712138635391193557e-134,,,,,,6,180,0.45591930000227876,[1.4782571236718869287455486335591532548962573331007008153862814219914670226719871590179562459102212290675243228932e-12 +/- 5.33e-125],1.775231189079063745907626194795360032232e-125,6,acb_coefficient_enclosure,-97.25,50,[1.4782571236718869287455486335591532548962573331007008153862814219914670226719871590179562459102212290675243228932e-12 +/- 5.33e-125],1.775231186877750102980042552608496428045e-125,2.55984190181685251123846582050879467502606599869397704482049522728935496063493653094436931597427317016965321233124955578816988192e-3373
[3.858375867010992077359934324882408538440243948379218332492536076392884072528416787832772920818369018742849236969e-21 +/- 9.45e-133],4.702632169895299468391809415848526710393e-133,1e-125,[7.65550767264085729634907604143335027468302370710162367558042872300175411215955711871581928733803376734692308923e-25 +/- 5.79e-136],9.33061935659475096715822982612331492772e-137,,,,,,6,180,0.45571429999836255,[6.67394077169318930398764447991019875637916628434208856782564944234691058100643331358440663878131580605203112496e-14 +/- 5.55e-125],8.134274482595471087373219028697640510884e-126,7,acb_coefficient_enclosure,-97.25,50,[6.67394077169318930398764447991019875637916628434208856782564944234691058100643331358440663878131580605203112496e-14 +/- 5.55e-125],8.134274471588902872735300817763322489948e-126,7.986706733668579835064013359987439386081325915925208379839945109142787477181001976546432265839732290929318022473498614059090031591e-3372
[6.6477280422828523095422852847649554576347965276516454611608907014520801624037875890414883098418092253247850305e-24 +/- 4.46e-134],7.183261310950283048823942822743229647947e-135,1e-125,[1.64874207397888202121584456467384807977053485308820571953395106682839289742157430283767071176632173247142485876e-28 +/- 6.01e-139],1.781562820548371837631966835568914251013e-139,,,,,,6,180,0.4526419999965583,[3.44962839933655006790398741231377506214711639845454762007287154537239111454631360964526664736181589631077692839e-15 +/- 4.12e-126],3.727526442163141405481541015532202400224e-126,8,acb_coefficient_enclosure,-97.25,50,[3.44962839933655006790398741231377506214711639845454762007287154537239111454631360964526664736181589631077692839e-15 +/- 4.12e-126],3.727526436659857298162581910065043389756e-126,2.536953903635901829961510126113657216755244702705654426537394328786532492751612392550043190325562021824606901256287795054063892388e-3370
[1.1366492566468400066534860374061115740618887041243018460302966135927159643378913134959798729340037770104971589e-26 +/- 7.05e-136],4.519800827190831257442429273601600177857e-136,1e-125,[3.132300641112323651492190358813138156034746208455417344660208921937599108073995021759203794460989244407234234e-32 +/- 2.38e-141],1.245535937619259837905817299682288272097e-141,,,,,,6,180,0.4964509999990696,[2.0054159263092497764492955184406065319945010768956707912008987588532314275534971072289897591233962549048294942e-16 +/- 9.85e-126],7.97438651279498476324193340827198293977e-126,9,acb_coefficient_enclosure,-97.25,50,[2.0054159263092497764492955184406065319945010768956707912008987588532314275534971072289897591233962549048294942e-16 +/- 9.85e-126],7.974386501788416548604015197337664918834e-126,8.17166204750090484177075893253451692975899872660979215284676489061767308191571991705592859199602082819294433457288489775309001127e-3369
