A_tail_bound,c_tail_bound,cutoff,cutoff_monotone_gate,dps,k,kind,lam,log10_A_tail_bound,log10_c_tail_bound,log10_mu_cutoff_tail_bound,log10_mu_series_tail_bound,log10_mu_total_tail_bound,mu_cutoff_tail_bound,mu_series_tail_bound,mu_total_tail_bound,n_sum
4.10069319364374572945528140089685581419744410475370056878749e-19608,1.74455911405880578522893789380668368420666728835386886229198e-19686,9.0,True,140,58,coefficient_tail_bound,0.0,-19607.3871427226149676913583007,-19685.7583143099793690691419399,-5882142378820819.97670564372995,-19495.2277165392520901432207042,-19495.2277165392520901432207042,1.05510178136101088378304958261941421466029782808282402378973e-5882142378820820,5.91947868045264352205694571311311858670255305461734238316693e-19496,5.91947868045264352205694571311311858670255305461734238316693e-19496,120
1.39561407010564455498267980450691311323526459027331826080583e-19608,1.00633305966930115797994565872625963837587274146605453529162e-19688,9.0,True,140,59,coefficient_tail_bound,0.0,-19607.8552346607928298966443141,-19687.9972582597993754646886097,-5882142378820818.0682206248513,-19493.3265926200198095094964178,-19493.3265926200198095094964178,8.54632442902418819369815988448495779566611937822771110142027e-5882142378820819,4.71419323148316829063308189270361553329244498307634905590529e-19494,4.71419323148316829063308189270361553329244498307634905590529e-19494,120
4.67127023465112433692549851921735380876266247157598260848231e-19609,5.61384144856841555071457288958863847854309173958336207704006e-19691,9.0,True,140,60,coefficient_tail_bound,0.0,-19608.3305650078946114241783413,-19690.2507398572848006247314037,-5882142378820816.15973560597265,-19491.42534601006507908256432,-19491.42534601006507908256432,6.92252278750959246529043070129965519953443652835939131825605e-5882142378820817,3.75538087258398835978613854246034298557073365222090318593976e-19492,3.75538087258398835978613854246034298557073365222090318593976e-19492,120
1.5381011748241506963047373173032750345925839845433113466954e-19609,3.03026227731601799018979344300066451260822624887546533546744e-19693,9.0,True,140,61,coefficient_tail_bound,0.0,-19608.8130150961193408020164084,-19692.5185197805202970364552193,-5882142378820814.251250587094,-19489.5239807323093771836882482,-19489.5239807323093771836882482,5.60724345788276991988513503589486080219189137228936028453006e-5882142378820815,2.99239739286143657839544258980925378874624069312333919718664e-19490,2.99239739286143657839544258980925378874624069312333919718664e-19490,120
4.98344780643024825602734890806261111207997210992032876329308e-19610,1.5835564158877255303572468960197021001372021042510496269217e-19695,9.0,True,140,62,coefficient_tail_bound,0.0,-19609.302470085912728662408819,-19694.8003664598119387717280729,-5882142378820812.34276556821535,-19487.6225006149993859170624801,-19487.6225006149993859170624801,4.5418672008850436537368671750269708759692627643780704558128e-5882142378820813,2.38506041800627941044430356178156763978230368204702627372564e-19488,2.38506041800627941044430356178156763978230368204702627372564e-19488,120
1.58920973354665397141029630532705314991526669647065602293992e-19610,8.01575238638331258336064233080839083309044934660261340961489e-19698,9.0,True,140,63,coefficient_tail_bound,0.0,-19609.7988187836540169726894337,-19697.0960557070068087873109596,-5882142378820810.4342805493367,-19485.7209093040686366177705726,-19485.7209093040686366177705726,3.67891243271688537461708772649307477054678921242940816449929e-5882142378820811,1.90147533325303771895658059551483246872408069139575913554898e-19486,1.90147533325303771895658059551483246872408069139575913554898e-19486,120
4.98937939601856479396255816788725988926886055868694332783463e-19611,3.93214597442495348384333835268580218919771316057904364207126e-19700,9.0,True,140,64,coefficient_tail_bound,0.0,-19610.301953470738597382423177,-19699.4053703680752763683271363,-5882142378820808.52579553045805,-19483.8192102745332789680435896,-19483.8192102745332789680435896,2.97991907050067716566292356338358563683605882985893691444088e-5882142378820809,1.51631602737782938100049182837682803145462155599908327344127e-19484,1.51631602737782938100049182837682803145462155599908327344127e-19484,120
1.54251805754772423019453134198041240851441872234214660135346e-19611,1.87025146170535074686617972147709910349392111571874653557118e-19702,9.0,True,140,65,coefficient_tail_bound,0.0,-19610.8117697431796930892668585,-19701.7280999971592276491635842,-5882142378820806.61731051157941,-19481.9174068410111445159734162,-19481.9174068410111445159734162,2.41373444710554851408766491532930245594035872249625975248453e-5882142378820807,1.20946459313518619863161367287858596188315577394155886444182e-19482,1.20946459313518619863161367287858596188315577394155886444182e-19482,120
4.69714145343479934758485107896290996577698934247044641765526e-19612,8.62897974471026489497382988378019066888856290574267882098801e-19705,9.0,True,140,66,coefficient_tail_bound,0.0,-19611.3281663609321103275490356,-19704.0640405504535135607047279,-5882142378820804.70882549270076,-19480.0155021674438162982318001,-19480.0155021674438162982318001,1.95512490215549430443057301289749950808481330669726358376341e-5882142378820805,9.64934496071989530351883660369524484326478640398036173728732e-19481,9.64934496071989530351883660369524484326478640398036173728732e-19481,120
1.40914243603043980427545532368887298973309680274113392529658e-19612,3.86372227375086487834649099273739880696502816675045320342747e-19707,9.0,True,140,67,coefficient_tail_bound,0.0,-19611.8510451062124478902540077,-19706.4129940984346775575588317,-5882142378820802.80034047382211,-19478.1134992760930868734744835,-19478.1134992760930868734744835,1.58365117074595039308461132994639391504448020238402638622913e-5882142378820803,7.70017727865447645220803160974880538492529955037632866635528e-19479,7.70017727865447645220803160974880538492529955037632866635528e-19479,120
4.16571304081991329001138252623352964118178251905225722441689e-19613,1.67969892751084185887755351229996405841652684363882948410061e-19709,9.0,True,140,68,coefficient_tail_bound,0.0,-19612.3803106501541861048505616,-19708.7747685550826520911230333,-5882142378820800.89185545494346,-19476.2114010558758377761859537,-19476.2114010558758377761859537,1.28275744830421982366017140075110875828214904006309551689448e-5882142378820801,6.14609040453187591276604566807322532001154383820183605595584e-19477,6.14609040453187591276604566807322532001154383820183605595584e-19477,120
1.21375092196551430392417980080905000336591505051522602581931e-19613,7.09287942489720522203533700846090547032315057526562340799442e-19712,9.0,True,140,69,coefficient_tail_bound,0.0,-19612.9158704271936126313406221,-19711.1491774228593339337758988,-5882142378820798.98337043606481,-19474.3092102700948763388993487,-19474.3092102700948763388993487,1.03903353312641806142666417563896717571967305352534385649646e-5882142378820799,4.9067025337474983456089790488207612500840361131313506987728e-19475,4.9067025337474983456089790488207612500840361131313506987728e-19475,120
3.48630583968817938361200581083450532881699003871394709543844e-19614,2.91045204365082889050082217672407975226025935459227708230774e-19714,9.0,True,140,70,coefficient_tail_bound,0.0,-19613.4576345166343239790834966,-19713.5360395523143021122309896,-5882142378820797.07488541718616,-19472.4069295636175114109720512,-19472.4069295636175114109720512,8.41617161832398633207757508502324396677205167745564380600467e-5882142378820798,3.91805417216050240235542518515410999395008245374084237712645e-19473,3.91805417216050240235542518515410999395008245374084237712645e-19473,120
9.87380325226372482771232414956625635084532143831572429127671e-19615,1.16097023311197252108030432539471318789067767025497115959286e-19716,9.0,True,140,71,coefficient_tail_bound,0.0,-19614.005515530884717235073829,-19715.9351789152837706543141515,-5882142378820795.16640039830751,-19470.5045614695485435700393974,-19470.5045614695485435700393974,6.81709901084242895694532798137039181566799654367958958990789e-5882142378820796,3.12923753148567118442666510766748882803523718211008117406722e-19471,3.12923753148567118442666510766748882803523718211008117406722e-19471,120
2.75785539114952314153344226246505780833955529828818506066694e-19615,4.50376383534816926281152540023811150474831854840290536048956e-19719,9.0,True,140,72,coefficient_tail_bound,0.0,-19614.5594285099050235732265642,-19718.3464243907353454526981591,-5882142378820793.25791537942886,-19468.6021084154398069030216885,-19468.6021084154398069030216885,5.52185019878236747777533431653628456059218995679108393098624e-5882142378820794,2.49972126394472616063545254773189814449187257106076346477383e-19469,2.49972126394472616063545254773189814449187257106076346477383e-19469,120
7.59817301643235967565336133536291436991510133201846904469464e-19616,1.69977108686609687022520528105156570629304725757448203429156e-19721,9.0,True,140,73,coefficient_tail_bound,0.0,-19615.1192908214385311179796519,-19720.7696095623893088985256337,-5882142378820791.34943036055021,-19466.6995727290743583604419295,-19466.6995727290743583604419295,4.47269866101371767534421190421166706840500991359650441442501e-5882142378820792,1.99722627517216386099750953558579208891544512565365080909991e-19467,1.99722627517216386099750953558579208891544512565365080909991e-19467,120
2.06527521587590984472457136967918142269504432179025500879284e-19616,6.24349075077788166552882404159154825910288535568352279963796e-19724,9.0,True,140,74,coefficient_tail_bound,0.0,-19615.6850220666361366022706427,-19723.2045725273178905748388141,-5882142378820789.44094534167156,-19464.796956643859806550799721,-19464.796956643859806550799721,3.62288591542111133188922643974344447252098234925724149709295e-5882142378820790,1.59603847372315134851660040538389438944404061148711544858742e-19465,1.59603847372315134851660040538389438944404061148711544858742e-19465,120
5.53931432072677806035398281271568527279134404188777005669602e-19617,2.23277152676824907244077151156254043703017092190006775616192e-19726,9.0,True,140,75,coefficient_tail_bound,0.0,-19616.2565439907146374851733431,-19725.6511557147880915046090646,-5882142378820787.53246032279291,-19462.8942623038620522002313189,-19462.8942623038620522002313189,2.934537591491100190867209402031105380650080118590108849512e-5882142378820788,1.2756681019446830215395265094422663169668957708634434668213e-19463,1.2756681019446830215395265094422663169668957708634434668213e-19463,120
1.46628908489826478068193662689532845456241459932323325030189e-19617,7.7766810142856972337333373080738637512660751923763969835361e-19729,9.0,True,140,76,coefficient_tail_bound,0.0,-19616.833780398317567734337196,-19728.1092057146718131057367288,-5882142378820785.62397530391426,-19460.9914917685078318173123599,-19460.9914917685078318173123599,2.37697544910779116435235776417471687821687200362257695234106e-5882142378820786,1.01978408855460248604248030960708230868118314859024686553538e-19461,1.01978408855460248604248030960708230868118314859024686553538e-19461,120
3.83127147989546603984635054124263241353405104984457720240171e-19618,2.63892401406427095070130005007952645099519099531834166596742e-19731,9.0,True,140,77,coefficient_tail_bound,0.0,-19617.4166570732731906648237885,-19730.5785731147999179076857375,-5882142378820783.71549028503561,-19459.0886470169818747494549878,-19459.0886470169818747494549878,1.92535011377731085102284348929043316725446965205356922139218e-5882142378820784,8.15366723190786361904803772707133616224896952288963187392256e-19460,8.15366723190786361904803772707133616224896952288963187392256e-19460,120
9.88321623794690284164185967645392437886172404577741252848848e-19619,8.72745570550408080217235440374169698393803979343400599964728e-19734,9.0,True,140,78,coefficient_tail_bound,0.0,-19618.0051017024677558476188969,-19733.0591123466849634921961179,-5882142378820781.80700526615696,-19457.1857299523421672525833921,-19457.1857299523421672525833921,1.55953359215962179572542452357547003963215131806350167554904e-5882142378820782,6.52033707621676609790752316327265130681756766623435211319094e-19458,6.52033707621676609790752316327265130681756766623435211319094e-19458,120
2.51742300400534317664462463456845243612515612486783149310556e-19619,2.81396350667076882802309014689545997810278331051729355135511e-19736,9.0,True,140,79,coefficient_tail_bound,0.0,-19618.5990438035735387765805444,-19735.5506815390811878491525868,-5882142378820779.89852024727831,-19455.2827424053747352495698196,-19455.2827424053747352495698196,1.26322220964929365971910011486880830567560776123445521431704e-5882142378820780,5.21503940869488141302452654511561677162257912022026766185215e-19456,5.21503940869488141302452654511561677162257912022026766185215e-19456,120
6.33264792933021109652840358385231823994216292280417238948913e-19620,8.84825481523029018128378501158898517959337919844335317002188e-19739,9.0,True,140,80,coefficient_tail_bound,0.0,-19619.1984146563907199321941651,-19738.0531423788903125904074241,-5882142378820777.99003522839966,-19453.3796861382074837270416811,-19453.3796861382074837270416811,1.02320998981592786856949115616960359662264602681233712707983e-5882142378820778,4.17170761146468184585980604810832474544889419188303274639713e-19454,4.17170761146468184585980604810832474544889419188303274639713e-19454,120
