A_tail_bound,c_tail_bound,cutoff,cutoff_monotone_gate,dps,k,kind,lam,log10_A_tail_bound,log10_c_tail_bound,log10_mu_cutoff_tail_bound,log10_mu_series_tail_bound,log10_mu_total_tail_bound,mu_cutoff_tail_bound,mu_series_tail_bound,mu_total_tail_bound,n_sum
1.2150874564216112441192226765002747586554871123570056944429e-19598,3.34845529216713856955253162615816456860528855918487018971256e-19605,9.0,True,140,10,coefficient_tail_bound,0.0,-19597.9153924624159565697121924,-19604.4751554952927503208869536,-5882142378820911.58398654990514,-19586.0890308784150357280767448,-19586.0890308784150357280767448,2.60623426379270458418844046275102990777034381291928494176525e-5882142378820912,8.14646360460312924028700521168946309099883848445873569886545e-19587,8.14646360460312924028700521168946309099883848445873569886545e-19587,120
2.13961052109022849507950079992439685763248817610690133151901e-19598,5.36017546769838387616116722764449268887407852359633370289956e-19606,9.0,True,140,11,coefficient_tail_bound,0.0,-19597.6696652752188808946135968,-19605.270820993253899686538558,-5882142378820909.67550153102649,-19584.2200544008200595897571662,-19584.2200544008200595897571662,2.11104975367209072185177640267011468692935732711269593188046e-5882142378820910,6.02484112670866210336008515873207683382131489654969974946528e-19585,6.02484112670866210336008515873207683382131489654969974946528e-19585,120
3.4661690441661701620287912958775229093646308452931801570608e-19598,7.23623688139281823281757575732006512998000600685505049891441e-19607,9.0,True,140,12,coefficient_tail_bound,0.0,-19597.4601502606762499502197462,-19606.1404872247588935698672131,-5882142378820907.76701651214784,-19582.3477815545958545712817997,-19582.3477815545958545712817997,1.70995030047439349171384198471463512787692929850962599318528e-5882142378820908,4.48971160762329499942393546028714365656364386090883625330152e-19583,4.48971160762329499942393546028714365656364386090883625330152e-19583,120
5.1992535662492552430431869438162843640469462679397702355912e-19598,8.34950409391479026863566433536930591920769923867890442182431e-19608,9.0,True,140,13,coefficient_tail_bound,0.0,-19597.2840590016205687081384572,-19607.0783393180100490969924293,-5882142378820905.85853149326919,-19580.4727202912041545244142495,-19580.4727202912041545244142495,1.38505974338425873396947351744584670767326345470411004297661e-5882142378820906,3.36728370571747124956795159521535774242273289568162718997614e-19581,3.36728370571747124956795159521535774242273289568162718997614e-19581,120
7.26102653217568404631893349050205230151383875350209291522219e-19598,8.32893881289529571132375383208021895881556204843585293310061e-19609,9.0,True,140,14,coefficient_tail_bound,0.0,-19597.1390019763048562415049313,-19608.0794103283725746562848585,-5882142378820903.95004647439054,-19578.595269506065473550681901,-19578.595269506065473550681901,1.12189839214124957911709537209099959678229484395258926533227e-5882142378820904,2.53939636703589986993279659956413358023397132512266160844063e-19579,2.53939636703589986993279659956413358023397132512266160844063e-19579,120
9.4861798242940388347069937537204231681067893392527342924677e-19598,7.25423703058622529695939849890857780283936049379896868366827e-19610,9.0,True,140,15,coefficient_tail_bound,0.0,-19597.0229086469244603672052627,-19609.1394082580478600240664789,-5882142378820902.04156145551189,-19576.7157481831221403938356467,-19576.7157481831221403938356467,9.08737697634412162812322927991199352461735196239946640897407e-5882142378820903,1.92420711811849315950714168141166121934503182023004261878292e-19577,1.92420711811849315950714168141166121934503182023004261878292e-19577,120
1.1642129784360865842594946879565973888131059643628355722574e-19597,5.56432954050647963119044771223101138285973674240261802440464e-19611,9.0,True,140,16,coefficient_tail_bound,0.0,-19596.9339675635876792912841178,-19610.2545871573670037290002896,-5882142378820900.13307643663324,-19574.8344154102871054430340589,-19574.8344154102871054430340589,7.36077535083873854897236869716838140308012389142596136568781e-5882142378820901,1.464146688968344340461343261219600400537992394120496065383e-19575,1.464146688968344340461343261219600400537992394120496065383e-19575,120
1.34716073219032876178598671034977697848373690161985259075499e-19597,3.78748481328592311030610306462783127740872837087909294098131e-19612,9.0,True,140,17,coefficient_tail_bound,0.0,-19596.8705805847232863728162225,-19611.4216490998808847390725642,-5882142378820898.22459141775459,-19572.9514844958808438513071967,-19572.9514844958808438513071967,5.96222803417937824912358655886251912211616273022429877222778e-5882142378820899,1.1181897427463955491580487249257119630394439055668817093625e-19573,1.1181897427463955491580487249257119630394439055668817093625e-19573,120
1.47459485550563013114412058835583696293490120312443324123181e-19597,2.30320022429549378329425186362503253355936184715620516681296e-19613,9.0,True,140,18,coefficient_tail_bound,0.0,-19596.8313272855756128156583004,-19612.6376683058365172517184368,-5882142378820896.31610639887594,-19571.0671331567189134634370585,-19571.0671331567189134634370585,4.8294047076852964015994391231451061017758377232008630880224e-5882142378820897,8.56775113698927400503531928422809031139682019535705309741269e-19572,8.56775113698927400503531928422809031139682019535705309741269e-19572,120
1.53131004225584667464966368790798453843239740324460375050996e-19597,1.25883413068782048884503644368169794344337590836472752032287e-19614,9.0,True,140,19,coefficient_tail_bound,0.0,-19596.8149368693874434681934608,-19613.9000314906011768657899307,-5882142378820894.40762137999729,-19569.1815110207997679239500292,-19569.1815110207997679239500292,3.91181781322509010134110623822537322048834668646091598445092e-5882142378820895,6.58398721988637287002329535764912478545032567320130464947329e-19570,6.58398721988637287002329535764912478545032567320130464947329e-19570,120
1.51263552954540952008076535025057009284175841052210858282082e-19597,6.21741247473862558514926536208643496456789320594773958208248e-19616,9.0,True,140,20,coefficient_tail_bound,0.0,-19596.8202657028925104087364999,-19615.2063903197702250015467087,-5882142378820892.49913636111864,-19567.2947452516143544627777964,-19567.2947452516143544627777964,3.16857242871232299508320009722960061043783669503689990190258e-5882142378820893,5.07288186039537851131794878897892321883843385405924911894784e-19568,5.07288186039537851131794878897892321883843385405924911894784e-19568,120
1.42469160340904850147141852756158345953700501456152087451728e-19597,2.78854047870337027905365722219823495088593216878054765309347e-19617,9.0,True,140,21,coefficient_tail_bound,0.0,-19596.8462791352574283811752153,-19616.5546230468690622419926683,-5882142378820890.59065134223999,-19565.4069448315955557454933611,-19565.4069448315955557454933611,2.5665436672569816365448843546122857053105833614342367725344e-5882142378820891,3.91791643217977954327602509958116372320056716961180612186646e-19566,3.91791643217977954327602509958116372320056716961180612186646e-19566,120
1.28222244306814365132427667480542511358330451310536878706555e-19597,1.14076655946956056870376886362655066172606315995567858535642e-19618,9.0,True,140,22,coefficient_tail_bound,0.0,-19596.8920366258181035065851595,-19617.9428032182519436033665513,-5882142378820888.68216632336134,-19563.5182038709126631492844782,-19563.5182038709126631492844782,2.0789003704781551341286250706795619520494710528435417928591e-5882142378820889,3.03246731850714936649564342707582072175723898927953793832464e-19564,3.03246731850714936649564342707582072175723898927953793832464e-19564,120
1.10489380732467697614113202828978121489625176129292416757776e-19597,4.27391726720788187164686762043249785383030138558787999139084e-19620,9.0,True,140,23,coefficient_tail_bound,0.0,-19596.9566794605391524170330062,-19619.3691738889905853926821751,-5882142378820886.77368130448269,-19561.6286041961943871851422691,-19561.6286041961943871851422691,1.6839093000873056655512739894397697677290877991459041353016e-5882142378820887,2.35177518637416158316523835993433330442662470551572676280709e-19562,2.35177518637416158316523835993433330442662470551572676280709e-19562,120
9.13228555033661582320731574402778351087718292497212832385702e-19598,1.47188477314557156293961002234282451598747624248562193581062e-19621,9.0,True,140,24,coefficient_tail_bound,0.0,-19597.039420517352997524491066,-19620.8321261875160365230764795,-5882142378820884.86519628560404,-19559.7382173994085336329723706,-19559.7382173994085336329723706,1.36396653307071759469127295401956647287867121079657652731661e-5882142378820885,1.82718533357682309124695151760612385509227760283640240530746e-19560,1.82718533357682309124695151760612385509227760283640240530746e-19560,120
7.25210911350260668313522132613971043510835114630139602188645e-19598,4.67539869116828614110229065920661905078374806436609320786903e-19623,9.0,True,140,25,coefficient_tail_bound,0.0,-19597.1395356702362653363598911,-19622.3301813490713419445178268,-5882142378820882.9567112667254,-19557.8471064765993065882030243,-19557.8471064765993065882030243,1.10481289178728125623167132104026477863313047297102300328057e-5882142378820883,1.42198011548360997042336285752523638840416662856032963660104e-19558,1.42198011548360997042336285752523638840416662856032963660104e-19558,120
5.5417060206953881257920087492199674079601551212303120544604e-19598,1.37411935408066464959827845934592214482396078814823494135483e-19624,9.0,True,140,26,coefficient_tail_bound,0.0,-19597.2563565166223858280265107,-19623.8619755434282804006046904,-5882142378820881.04822624784675,-19555.9553271512235095188207072,-19555.9553271512235095188207072,8.94898442347697821218363354952991408643132654174583129379289e-5882142378820882,1.10833959567222505430545508762957575858445515897787202430168e-19556,1.10833959567222505430545508762957575858445515897787202430168e-19556,120
4.0807107970575130744468428062437941822252051347241388764663e-19598,3.74759823840181268072257761639796948588352942222245893096772e-19626,9.0,True,140,27,coefficient_tail_bound,0.0,-19597.389264182901961119596599,-19625.4262469738668430040598625,-5882142378820879.1397412289681,-19554.0629289522383145695440643,-19554.0629289522383145695440643,7.24867738301635238160149081289328385132335546632316153438541e-5882142378820880,8.6510943349470221056969430748977613301873927227127356369584e-19555,8.6510943349470221056969430748977613301873927227127356369584e-19555,120
2.899452408435601395001704099173222182107382595725046043805e-19598,9.50988274782414871987872139499484737959166300751939766316997e-19628,9.0,True,140,28,coefficient_tail_bound,0.0,-19597.5376840153597839644615877,-19627.0218248376668850700645452,-5882142378820877.23125621008945,-19552.169956099537912373658853,-19552.169956099537912373658853,5.87142868024324545318073314504054340460866866790889958306605e-5882142378820878,6.76151320389280411945261077169640819754119904906758548467538e-19553,6.76151320389280411945261077169640819754119904906758548467538e-19553,120
1.99030207697698061860286467824602539619235584960787058939157e-19598,2.25102426234294578115188905024717310855325746232925543751247e-19629,9.0,True,140,29,coefficient_tail_bound,0.0,-19597.7010810037872596007558714,-19628.6476198239933167936916756,-5882142378820875.3227711912108,-19550.2764482366289154159080364,-19550.2764482366289154159080364,4.75585723099702883658404957262639694064645490732669543661068e-5882142378820876,5.29117058684289434229028880219022316068605356093983765809258e-19551,5.29117058684289434229028880219022316068605356093983765809258e-19551,120
1.32143006750111008284288556506498407452115429359211080115342e-19598,4.98177500682455213861483642267816999433917635105654891908498e-19631,9.0,True,140,30,coefficient_tail_bound,0.0,-19597.8789558155833580806752472,-19630.3026158905090777109060793,-5882142378820873.41428617233215,-19548.3824410411188885103530169,-19548.3824410411188885103530169,3.85224435710759337343428129119366264571077823813703174573234e-5882142378820874,4.14532856303642492816480166978148794834731966684122691279089e-19549,4.14532856303642492816480166978148794834731966684122691279089e-19549,120
8.4949075767928505325614072039891833362074204588064265788434e-19599,1.03308698298204998266206285262911359329614256127900784036324e-19632,9.0,True,140,31,coefficient_tail_bound,0.0,-19598.0708413418222712320111465,-19631.9858631105822635419086828,-5882142378820871.5058011534535,-19546.4879667366830534325894289,-19546.4879667366830534325894289,3.1203179292571506452807407671335545582914094101240273096218e-5882142378820872,3.25112197300999612223210873815719554806096928156547653588886e-19547,3.25112197300999612223210873815719554806096928156547653588886e-19547,120
5.29298087477092994721133833479326038640616197817938886835627e-19599,2.01153955821024155277949738132111060233143142941345276609189e-19634,9.0,True,140,32,coefficient_tail_bound,0.0,-19598.27629967525045825203754,-19633.6964714223303565380037708,-5882142378820869.59731613457485,-19544.5930545249936775520998114,-19544.5930545249936775520998114,2.52745752269829203304456808760419640762969270288087417334334e-5882142378820870,2.5523808351184631095000693678178721356546348067428656557909e-19545,2.5523808351184631095000693678178721356546348067428656557909e-19545,120
3.19948843922720392331431645610637381566342627039201864430491e-19599,3.68463826809202998134643346646336406125838864275191483612491e-19636,9.0,True,140,33,coefficient_tail_bound,0.0,-19598.494919454736616132220299,-19635.4336051416944018962317576,-5882142378820867.6888311156962,-19542.6977309521729986630760652,-19542.6977309521729986630760652,2.04724059338561655516350628460247310355435382370718442339271e-5882142378820868,2.00571419356697138380863660023299952152561973992555039966255e-19543,2.00571419356697138380863660023299952152561973992555039966255e-19543,120
1.87796060563335882455405531119287158745461976740401094339636e-19599,6.36094841678291620820675854184851852007522336024946934625144e-19638,9.0,True,140,34,coefficient_tail_bound,0.0,-19598.7263135222592028944167313,-19637.1964781262592437821820987,-5882142378820865.78034609681755,-19540.802020221330777795909627,-19540.802020221330777795909627,1.65826488064234941648433905877889322051250055285375739755299e-5882142378820866,1.57753781572289184056948852600934614540862874327187855347372e-19541,1.57753781572289184056948852600934614540862874327187855347372e-19541,120
1.07123104969226806189351042399029999002693099408256962264159e-19599,1.03669380635697427135764072814835010085733016535252920934883e-19639,9.0,True,140,35,coefficient_tail_bound,0.0,-19598.970116847763609626543188,-19638.9843494961139261498070328,-5882142378820863.8718610779389,-19538.9059444604339480166595398,-19538.9059444604339480166595398,1.34319455332030303286185280189412445918647323194349458323032e-5882142378820864,1.24181110592609049252716498195299093051955296424599003314995e-19539,1.24181110592609049252716498195299093051955296424599003314995e-19539,120
5.9431311661009392474913934481653629583685897616909684543814e-19600,1.59764456459122747298266550570807378556780333701588405550333e-19641,9.0,True,140,36,coefficient_tail_bound,0.0,-19599.2259846846693969736512022,-19640.7965198337870007619325805,-5882142378820861.96337605906025,-19537.0095239529566788824609856,-19537.0095239529566788824609856,1.08798758818944546108082668260364981851440446586541139930792e-5882142378820862,9.78308995915198140071743261809815183755883437997080641184293e-19538,9.78308995915198140071743261809815183755883437997080641184293e-19538,120
3.20929082969450719364535246200929599751903847131312296536596e-19600,2.33169747264665631192064695427664822758544270807723618911297e-19643,9.0,True,140,37,coefficient_tail_bound,0.0,-19599.4935909248464284665523795,-19642.6323277980310272516422086,-5882142378820860.0548910401816,-19535.1127773373492732790740372,-19535.1127773373492732790740372,8.8126994643345082709027760249517767797565139592772336217171e-5882142378820861,7.71298812379542213632562387610858290873138502516898377509696e-19536,7.71298812379542213632562387610858290873138502516898377509696e-19536,120
1.68800361821594209535891915209579854414962413101534389736781e-19600,3.2274008080037450660555776366440277927959818754999338912876e-19645,9.0,True,140,38,coefficient_tail_bound,0.0,-19599.7726266268042417840484231,-19644.4911470966056507258883245,-5882142378820858.14640602130295,-19533.2157217802514053544887917,-19533.2157217802514053544887917,7.13828656611095172871119329585933216413449102798761513205308e-5882142378820859,6.08524712364379084132183961654021313903157974388332161476806e-19534,6.08524712364379084132183961654021313903157974388332161476806e-19534,120
8.65368943515767783063749691897213177696959206406600352448054e-19601,4.24244507381212837310129484855836175294505894053058495933618e-19647,9.0,True,140,39,coefficient_tail_bound,0.0,-19600.0627986948800146580768717,-19646.3723837717079228064183062,-5882142378820856.2379210024243,-19531.3183731274907151618410853,-19531.3183731274907151618410853,5.78201211854987092397282178932125755526320300940432922205172e-5882142378820857,4.80426408989447132624358401118497586685315985602535150776055e-19532,4.80426408989447132624358401118497586685315985602535150776055e-19532,120
4.32684471757883891531874845948606588848479603203300176224027e-19601,5.30305634226516046637661856069795219118132367566323119917022e-19649,9.0,True,140,40,coefficient_tail_bound,0.0,-19600.3638286905439958532906106,-19648.2754737586998663920595229,-5882142378820854.32943598354565,-19529.4207460362002737338462639,-19529.4207460362002737338462639,4.6834298160253954676285573772871295642342461574967513976205e-5882142378820855,3.79536863101663234773243136883613093481399628626002769113084e-19530,3.79536863101663234773243136883613093481399628626002769113084e-19530,120
2.11129169954148163940252183866488757209197878671489845024977e-19601,6.31130713669523946189400680894114204357459914382488579389933e-19651,9.0,True,140,41,coefficient_tail_bound,0.0,-19600.6754517597054012031569983,-19650.1998806845810072364353224,-5882142378820852.420950964667,-19527.522854090819048139318801,-19527.522854090819048139318801,3.79357815098057034433969457523147293970445372571133243267654e-5882142378820853,3.00017031181929214861114243505227169437525658242795682909752e-19528,3.00017031181929214861114243505227169437525658242795682909752e-19528,120
1.00596839801682360465649569959915231376147224543474573217783e-19601,7.15988624751140611223269680005927878892916709593579480820512e-19653,9.0,True,140,42,coefficient_tail_bound,0.0,-19600.9974156622050253825170565,-19652.1450938774785318790163637,-5882142378820850.51246594578835,-19525.6247099052786172196323601,-19525.6247099052786172196323601,3.07279830229426199151920871663690055862618771219852943393603e-5882142378820851,2.37295823604248248413090712833604971779821764748978279553207e-19526,2.37295823604248248413090712833604971779821764748978279553207e-19526,120
4.68295633559555815960782480847881249509650872874795427048301e-19602,7.75128021983993444387661642348037398961858506777331434729504e-19655,9.0,True,140,43,coefficient_tail_bound,0.0,-19601.3294798916089753531785585,-19654.1106265624620683760829538,-5882142378820848.6039809269097,-19523.7263252133042932617536921,-19523.7263252133042932617536921,2.48896662485835222333984451014240959298757188451104298735151e-5882142378820849,1.87791005231637837968290753776939106977479637965139707439521e-19524,1.87791005231637837968290753776939106977479637965139707439521e-19524,120
2.13100822013056298274288657015047085451020902825047357252317e-19602,8.01651810274559103618495825206729179212340896947955135509318e-19657,9.0,True,140,44,coefficient_tail_bound,0.0,-19601.6714148750392195839357291,-19656.0960142223785000380178022,-5882142378820846.69549590803105,-19521.8277109484519377726692492,-19521.8277109484519377726692492,2.01606296613526530917479526744523315196534899788722602860526e-5882142378820847,1.48692495940151892602533139535515717625876293116892080710821e-19522,1.48692495940151892602533139535515717625876293116892080710821e-19522,120
9.48415746321843964847108858143890874809488633452133842716355e-19603,7.9284244972209142116114971723742446295726022775072485929493e-19659,9.0,True,140,45,coefficient_tail_bound,0.0,-19602.0230012441456446298880778,-19658.1008131052602687633464679,-5882142378820844.7870108891524,-19519.9288773152494688386843156,-19519.9288773152494688386843156,1.63301100256956490712989635015684282717522014854137269459788e-5882142378820845,1.17793868487093955359523231089179429490652988690074176905968e-19520,1.17793868487093955359523231089179429490652988690074176905968e-19520,120
4.13019760494996565336644180159436348707357953277542157311961e-19603,7.50587171896790616106277782798403243332609612526983562446112e-19661,9.0,True,140,46,coefficient_tail_bound,0.0,-19602.3840291694849111928834371,-19660.1245988622811094004233431,-5882142378820842.87852587027375,-19518.0298338526036606065472146,-19518.0298338526036606065472146,1.32273891208134758020084891228326795352929671829054239972464e-5882142378820843,9.3361140281545112360757606060036728470494965552100726663859e-19519,9.3361140281545112360757606060036728470494965552100726663859e-19519,120
1.76076845263656430485621992594286022343663127449899551275099e-19603,6.80823750544681297923947372975035416684673892661653623271389e-19663,9.0,True,140,47,coefficient_tail_bound,0.0,-19602.754297751559090405239659,-19662.1669653022910060771937844,-5882142378820840.9700408513951,-19516.1305894904599235067279656,-19516.1305894904599235067279656,1.07141851878589154435745024256098954186082224385821988807058e-5882142378820841,7.40304704990399296224828469947638605861303763688394498904053e-19517,7.40304704990399296224828469947638605861303763688394498904053e-19517,120
7.35166209605988189140999041244183907723541923888755858416651e-19604,5.92211380950592623838485150461532095698653192714711592407458e-19665,9.0,True,140,48,coefficient_tail_bound,0.0,-19603.1336144626106667030576481,-19664.227523250718169593161757,-5882142378820839.06155583251645,-19514.2311526005586708430096212,-19514.2311526005586708430096212,8.67849000216572154489292421599750982706909492925175728178757e-5882142378820840,5.87282959268156967469077842912070007433271387791978934955328e-19515,5.87282959268156967469077842912070007433271387791978934955328e-19515,120
3.00749813020631531921317789599893416795994423409036487534085e-19604,4.9442508613685840580207480094190991292095350041116923299324e-19667,9.0,True,140,49,coefficient_tail_bound,0.0,-19603.5217946339935480644315311,-19666.3058995021295646159600726,-5882142378820837.1530708136378,-19512.3315310420113261573854035,-19512.3315310420113261573854035,7.02957690175423448019730618847331377224696622487087248315026e-5882142378820838,4.66089112219182756909549960783851924081132655947634191105456e-19513,4.66089112219182756909549960783851924081132655947634191105456e-19513,120
1.20597697300352247948647232463323597824136377703623542030994e-19604,3.96519128485995355148198602735591118283140926072323840321311e-19669,9.0,True,140,50,coefficient_tail_bound,0.0,-19603.9186609845615220847403466,-19668.4017358570335574410551491,-5882142378820835.24458579475915,-19510.4317322023177690671402243,-19510.4317322023177690671402243,5.69395729042092995231538844721080230510060071817255098940499e-5882142378820836,3.70056296127289755213631795596604809822435917628126591928183e-19511,3.70056296127289755213631795596604809822435917628126591928183e-19511,120
4.74194829190705440963127467452874340958982844368616840024783e-19605,3.05711492550596076213631132891517995249708880752505530801696e-19671,9.0,True,140,51,coefficient_tail_bound,0.0,-19604.3240431860520257359450451,-19670.5146882346219974580950454,-5882142378820833.3361007758805,-19508.5317630343616489488559957,-19508.5317630343616489488559957,4.61210540524095328029347669422415872348818300304244564702213e-5882142378820834,2.93925296953141503631332205803478053316247402147155694035385e-19509,2.93925296953141503631332205803478053316247402147155694035385e-19509,120
1.82903719830700670085777737446108674369893382827895066866702e-19605,2.26764019199617968620001115056895216256652191766968388232027e-19673,9.0,True,140,52,coefficient_tail_bound,0.0,-19604.7377774619072952547721776,-19672.6444258541120661365561609,-5882142378820831.42761575700185,-19506.6316300898477650672983182,-19506.6316300898477650672983182,3.7358053782451721723613058844281298653834722813257137000432e-5882142378820832,2.33544643093339006171067104096992133220709721534639995746402e-19507,2.33544643093339006171067104096992133220709721534639995746402e-19507,120
6.92299126461997863408784894071719748783241308834556094215088e-19606,1.61945737569820626505202700754792034180821967317267143773534e-19675,9.0,True,140,53,coefficient_tail_bound,0.0,-19605.1597062163778363416403461,-19674.7906304781833962690573217,-5882142378820829.5191307381232,-19504.7313395495843868861592425,-19504.7313395495843868861592425,3.02600235637858947202476547369309994526501538499937844742667e-5882142378820830,1.85635251355967125933170628069618513368423942210477865777864e-19505,1.85635251355967125933170628069618513368423942210477865777864e-19505,120
2.57230409373494618972988882659675686474507091814674512070744e-19606,1.11430553373729788879726628959719289573960069255000328284542e-19677,9.0,True,140,54,coefficient_tail_bound,0.0,-19605.5896776911037914228744867,-19676.9529957127323198573902849,-5882142378820827.61064571924455,-19502.830897250961151131345103,-19502.830897250961151131345103,2.45106190866665748239386727660952598912898235753496872347681e-5882142378820828,1.47605570963501567014934847108200335354507367627358868137316e-19503,1.47605570963501567014934847108200335354507367627358868137316e-19503,120
9.38543385551939825982527004298816693893471821485974571068929e-19607,7.39219887245873292322510806366688161792855496286242964049785e-19680,9.0,True,140,55,coefficient_tail_bound,0.0,-19606.0275456466757803030115926,-19679.1312263577985525830638519,-5882142378820825.7021607003659,-19500.9303087129285351810679567,-19500.9303087129285351810679567,1.9853601460199925688826163608173892951075552391757168365334e-5882142378820826,1.17406269012320300466203582443090158634679779169545175385979e-19501,1.17406269012320300466203582443090158634679779169545175385979e-19501,120
3.36380593936757194268073837823912177899872643983911240073377e-19607,4.73110073221521307507295949081082025167677743356397598672824e-19682,9.0,True,140,56,coefficient_tail_bound,0.0,-19606.4731690669445314718404469,-19681.3250378050735041682461391,-5882142378820823.79367568148725,-19499.0295791587466477205795935,-19499.0295791587466477205795935,1.60814171827619398739122218434066071072036829808036832172854e-5882142378820824,9.34159083796258249107642840483029748924253003994142187517998e-19500,9.34159083796258249107642840483029748924253003994142187517998e-19500,120
1.18464470038597098850930351581464723521259496359551349764972e-19607,2.92310571555631013791693149317830999531517141204181582704033e-19684,9.0,True,140,57,coefficient_tail_bound,0.0,-19606.9264118840834746015281124,-19683.534155477884938696765166,-5882142378820821.8851906626086,-19497.1287135367381899322582931,-19497.1287135367381899322582931,1.30259479180371713512989534429958127867898950013647342519816e-5882142378820822,7.43509399477143630789761297299232286252494586570294212378455e-19498,7.43509399477143630789761297299232286252494586570294212378455e-19498,120
