A_ball,A_rad,abs_tol,c_ball,c_rad,cache_A,cache_A_exact_contained,cache_A_radius,cache_A_radius_contains_A_ball,cache_A_radius_overlaps_A_ball,cutoff,dps,elapsed_seconds,full_mu_ball,full_mu_rad,k,kind,lam,n_sum,retained_mu_ball,retained_mu_rad,tail_mu_bound
[4.94124320543313021275496662252562406801549758236602836623820578269113516447805300838924393803293491157184205667510626968089776676e-25 +/- 3.33e-154],1.343542719651896591671757727609118112245e-154,1e-140,[1.361674163754720627412634100122802046961942675916564254364584926887989187741967870477635564934120070428748362178986516115767682638e-31 +/- 7.13e-161],3.702443559877449779086683548664318298675e-161,,,,,,8,220,4.215401699999347,[3.31281980748110675819685119838420583408591238939365996917852334260328236742521702807926468966160465324916628051250166115827173376e-13 +/- 1.89e-142],9.007682333686075341330564235824637020342e-143,10,acb_coefficient_enclosure,0.1,100,[3.31281980748110675819685119838420583408591238939365996917852334260328236742521702807926468966160465324916628051250166115827173376e-13 +/- 1.89e-142],9.007682318411393523832540825564740054274e-143,5.3213276325047852701329216640891202445219782281081934424488e-13586
[1.83653837467934288791807792990571199454702622381321437592455613481029535579609763626193203740142314666609583544447432119235915465e-27 +/- 7.75e-156],4.008266256922075681785867062877541799924e-156,1e-140,[4.6009158416489871129902144708636764333489313367133998114191421527033613811630632622402898964882534338075593119801044201748615988e-35 +/- 5.03e-163],1.004155202760252754669173020578389373112e-163,,,,,,8,220,4.111377900000662,[5.1714327544569858873145484524189111663676968947460803058977843336249998447248737841128828173874550354956139446763869408637031085e-14 +/- 5.11e-142],1.128671175412996015307321036104568165342e-142,11,acb_coefficient_enclosure,0.1,100,[5.1714327544569858873145484524189111663676968947460803058977843336249998447248737841128828173874550354956139446763869408637031085e-14 +/- 5.11e-142],1.128671173885527833557518695078578468735e-142,3.109506233950622349155933355015555482016321190685831298544e-13584
[6.642196722953095006024300160007546688478334199730575565462138609022020774963937752451533678287044913625953345615890484813283423e-30 +/- 4.15e-157],1.245095050691236805060954249542833837834e-157,1e-140,[1.3866752685070561363520080433985077896354279818127070067119063086682843595854247151682862183105536419139212365085817009407240860e-38 +/- 7.52e-166],2.599354673630410352482690193758506254087e-166,,,,,,8,220,3.885675400000764,[8.603604540682136334713326692885368572170780649992251759739040990004314091228657194675170902386018033162639295998621439632828651e-15 +/- 5.31e-142],1.612765446404524786053555292820119511213e-142,12,acb_coefficient_enclosure,0.1,100,[8.603604540682136334713326692885368572170780649992251759739040990004314091228657194675170902386018033162639295998621439632828651e-15 +/- 5.31e-142],1.612765444877056604303752951794129814606e-142,1.83087727055012643918301355943315906781120991707581746858271e-13582
[2.341019170130987746240483054694121797929566154794976910948288332177823532164375286337150330025650167171351103943291595385948198e-32 +/- 8.31e-159],4.034833961209894932286552817753774116695e-159,1e-140,[3.759452947597328960649180832500385734908041667044017118022615778283290031991502720429567747751300537122585336383157087552924502e-42 +/- 8.01e-169],6.479557528699830978183087462870169019916e-169,,,,,,8,220,3.94491449999623,[1.516155272273251166116521725155996510642284404444256765885212841997349320784372630614410819796351944476692967672145380665791880e-15 +/- 3.80e-142],2.613150214754754650007555886364600460018e-142,13,acb_coefficient_enclosure,0.1,100,[1.516155272273251166116521725155996510642284404444256765885212841997349320784372630614410819796351944476692967672145380665791880e-15 +/- 3.80e-142],2.613150211699818286507951204312621066804e-142,1.0849643084741490009973413685529831512955318027115955369379e-13580
[8.0508770523758848166024888597621237539790472497578541541136996304567342538199900521739304812430164093640380291240255109432330e-35 +/- 1.44e-160],1.330992047499658675317636115925599915252e-160,1e-140,[9.2349562506403943102322345815400930386429130303460847763367259376342699566701188703431829611762525684422201993379121325828798e-46 +/- 5.25e-171],1.526747112243861460958857944447680102242e-171,,,,,,8,220,3.9010112999967532,[2.81563052381934950039545883194064995661584739016630784502979086829801802748245624476613184590840320553803840299792599971171353e-16 +/- 7.20e-142],4.654873983949380998314771345040632659421e-142,14,acb_coefficient_enclosure,0.1,100,[2.81563052381934950039545883194064995661584739016630784502979086829801802748245624476613184590840320553803840299792599971171353e-16 +/- 7.20e-142],4.654873977839508271315561980936673872993e-142,6.46489077601148094387381339606743063944372053477805892354721e-13579
[2.704775462875604484260003735272274399000791431066783803640180213566634223409588748696165424269981714420819497225560577410440e-37 +/- 3.58e-161],2.1118096751789654341764253331714161496e-161,1e-140,[2.068386082241847906481259205405083231700073692250258899041278916898242837936843883060775436312583374289110098413705832773836e-49 +/- 2.97e-173],1.614935429211348667583210454627014218801e-173,,,,,,8,220,3.797265499990317,[5.486453235103839684419317012383307853158700393899256026841574747136838536831290751709473406813241048528820211484858974045225e-17 +/- 6.73e-141],4.283662401357049768409353376771906370232e-141,15,acb_coefficient_enclosure,0.1,100,[5.486453235103839684419317012383307853158700393899256026841574747136838536831290751709473406813241048528820211484858974045225e-17 +/- 6.73e-141],4.28366239646915158680998588548873934109e-141,3.87059267105719633284832182680682298929275655243486366519472e-13577
[8.88636611312341400098694837070932223908369734553464673979651787244724601130403450925536546926089058117695211544844789076142e-40 +/- 2.64e-163],1.418191180020151758731235995113801960244e-163,1e-140,[4.24721854049687525160456668956695983768591451121809723533009073271024668204326351702613124729233555890543774285807514713471e-53 +/- 2.34e-176],6.778212554226923006070205996414261636566e-177,,,,,,8,220,3.842397300002631,[1.117574169201243112810606823634796594835723385186076690391540196990081126566276302887393814312608670971158790110625179704617e-17 +/- 3.47e-141],1.783556739582738140396850430161488633146e-141,16,acb_coefficient_enclosure,0.1,100,[1.117574169201243112810606823634796594835723385186076690391540196990081126566276302887393814312608670971158790110625179704617e-17 +/- 3.47e-141],1.783556737138789049597166684519905118575e-141,2.32704723011438712859729409223779903356267545455477863992313e-13575
[2.85782009531834134859410609313933066057263800210319569846566578599447963715251010226202324259550813226762419548574366350080e-42 +/- 8.44e-165],5.604808667852924423541351699119987472964e-165,1e-140,[8.0346390385971584041727189928645710729411532057322110094804180964314530113082619641435010012154043188474611502894822390883e-57 +/- 5.53e-179],1.575767995442331625101784370740580729622e-179,,,,,,8,220,3.998696499998914,[2.37208897263791308525466194362817292498850054176183192862501325358643202301819182541909214694227933080431438644989707416368e-18 +/- 6.79e-141],4.652183940182908695014520509453270291788e-141,17,acb_coefficient_enclosure,0.1,100,[2.37208897263791308525466194362817292498850054176183192862501325358643202301819182541909214694227933080431438644989707416368e-18 +/- 6.79e-141],4.652183935295010513415153018170103262646e-141,1.4042067857147387473135671779446375882526773028627692821479e-13573
[9.004082198895662579246932403023940615477923007958008401860179991589253042567153453576797984124067824355849457887804373663e-45 +/- 4.61e-166],3.693170611293935672460423876948632461991e-166,1e-140,[1.4063662342671432611571448575574110694895976474977699407007363177278195139752937691728796265519167248026260101340792693208e-60 +/- 8.83e-182],5.768439592604763203312699356257932933285e-182,,,,,,8,220,3.698860100004822,[5.231588541700201948898351108629463938959382442717729532717801053458260664594692783168846668966650861073333901768225271395e-19 +/- 7.11e-140],2.145821028219575364309000179645746150671e-140,18,acb_coefficient_enclosure,0.1,100,[5.231588541700201948898351108629463938959382442717729532717801053458260664594692783168846668966650861073333901768225271395e-19 +/- 7.11e-140],2.145821024309256819029506186619212527358e-140,8.50114378378652647022267696917834648023242475246649511354403e-13572
[2.781520941796030778174391409650293294772869006313828192059592154208250551984702338459233003311422224662565802601901747474e-47 +/- 6.73e-168],3.333935218725952867220550495119071785203e-168,1e-140,[2.286586909335215134025985981276002311480333557408026219417971131461415885891307207484792992736405606636407083292418634789e-64 +/- 7.38e-185],2.740706528694912655812739175180161051231e-185,,,,,,8,220,3.8990837000019383,[1.195936670385369943687967156520251793655098944633411346644854832755630520306318447632990475087785148992970180038854071104e-19 +/- 4.03e-140],1.43345149945785987058727534213855110952e-140,19,acb_coefficient_enclosure,0.1,100,[1.195936670385369943687967156520251793655098944633411346644854832755630520306318447632990475087785148992970180038854071104e-19 +/- 4.03e-140],1.433451497502700597947528345625284297863e-140,5.16172012307858837986853822128572422184368764457452831509545e-13570
[8.43102181628162192418905369891917541941373638164768500616015137610463184005601460472602810699393024595991313478778858588e-50 +/- 6.51e-170],2.042951143014045062240323464730367930779e-170,1e-140,[3.46541775539916876581218413303480294310089154638008894413620479243420996244269438613581454638961355343073554514892054756e-68 +/- 5.26e-188],8.397178052625258084663851294648714647257e-189,,,,,,8,220,3.9386362999939593,[2.827487309468806771646916574406046931322834235385663595335047171836412828998866887622006319776900771061210463520426928688e-20 +/- 7.01e-141],6.851385875520167107673686351135119932661e-141,20,acb_coefficient_enclosure,0.1,100,[2.827487309468806771646916574406046931322834235385663595335047171836412828998866887622006319776900771061210463520426928688e-20 +/- 7.01e-141],6.851385865744370744474951368568785874378e-141,3.14235449444003819418338326837296772139557179533122504255567e-13568
[2.509142598551789390757378429090080498279437500854077052414336644071129882514925545773787347785644431011898765475104417327e-52 +/- 6.44e-173],1.497097580579812774256646147355614212727e-173,1e-140,[4.911130020109857311996429922669967326244255893299231448625920421141724559564450188065045836853443392778973413755668726597e-72 +/- 3.86e-193],2.930260259265864322104609756852086591261e-193,,,,,,8,220,3.747404000008828,[6.900167723334173606624652804091695820211889401813090360289418448224729414272312514998475986329639937541385753238651585542e-21 +/- 5.70e-142],4.117033582088040074479422748048560348924e-142,21,acb_coefficient_enclosure,0.1,100,[6.900167723334173606624652804091695820211889401813090360289418448224729414272312514998475986329639937541385753238651585542e-21 +/- 5.70e-142],4.117033575978167347480213383944601562497e-142,1.91756702172340935384585992935131797696325125370910104922467e-13566
[7.3364906792368711762115218068621996120181144904128654912242066867453665609214675439565582643252968759473934101713280884e-55 +/- 6.04e-174],1.795104895327874385607074242613153505675e-174,1e-140,[6.5271227125828455328077990507359904103239060404439087756716661034363208561285121440022450752168287238275155753333004577e-76 +/- 3.44e-195],1.597067373722600434952446844582070654304e-195,,,,,,8,220,3.5592652000050293,[1.73508647720150522615013703022806260795713964150718809731172162313443916495357018240788639249533445165193652998956936104e-21 +/- 7.74e-141],4.245438793182033634659144446445666128483e-141,22,acb_coefficient_enclosure,0.1,100,[1.73508647720150522615013703022806260795713964150718809731172162313443916495357018240788639249533445165193652998956936104e-21 +/- 7.74e-141],4.245438788294135453059776955162499099341e-141,1.1726987652850716759519570056832949050228594333794324638814e-13564
[2.10872872596683119638732304855496787790709923766206630433176767679511291458645277990275450199214267904944424297986177382e-57 +/- 5.90e-177],1.567275215419491531032716154463246143073e-177,1e-140,[8.15692155573694239063325539359940522564504787934416794312210306946658691175782617632467481717388673137989919100867834321e-80 +/- 7.89e-200],6.062487226653783867116889263666862441745e-200,,,,,,8,220,3.6329120000009425,[4.48844573084469986338147183187502048222531679907603010127662818139035692135454468101113559575327933572536915216693201542e-22 +/- 5.67e-142],3.335957643936169784053591982194958336071e-142,23,acb_coefficient_enclosure,0.1,100,[4.48844573084469986338147183187502048222531679907603010127662818139035692135454468101113559575327933572536915216693201542e-22 +/- 5.67e-142],3.335957637826297057054382618090999549644e-142,7.18589881706597112072688548163380707758688333645269254463495e-13563
[5.961514682148489615836677093827147670817471529816792508643339721125035238841350889484778730947721051482063847541756059e-60 +/- 5.00e-178],4.21078168125443719527136922382819959547e-178,1e-140,[9.608397193859854663825106748422331941044245342267695651494931083856209382080084972793096447799129969583759605415416831e-84 +/- 8.40e-202],6.786675026683567659616764985821267520202e-202,,,,,,8,220,4.193870399991283,[1.192778317441366956205305865838315092736059810889847267729934833918962047842972025682330500322890945623870500343455647e-22 +/- 4.28e-140],8.424921070365274460289712442306817628066e-141,24,acb_coefficient_enclosure,0.1,100,[1.192778317441366956205305865838315092736059810889847267729934833918962047842972025682330500322890945623870500343455647e-22 +/- 4.28e-140],8.424921060589478097090977459740483569783e-141,4.41126196770090635329519827117438605905741736245912228046162e-13561
[1.6584978065614917811938523477684197495670664501436349834407704175020639591370090887952503852780426243199904587028643767e-62 +/- 8.14e-181],3.662913449492673750986207689232012685861e-181,1e-140,[1.0692252905662634786501783717093789093198805805834230485302963157878604011292138994491028490242453922521750024126465017e-87 +/- 3.26e-206],2.361462083738175076652621411510957228537e-206,,,,,,8,220,3.699879799998598,[3.2519517640911405351954282219029176619867529626209353125620206229022663111261730486664962775597927795961515973516997694e-23 +/- 7.85e-142],7.182172779285351647254053793311921384117e-142,25,acb_coefficient_enclosure,0.1,100,[3.2519517640911405351954282219029176619867529626209353125620206229022663111261730486664962775597927795961515973516997694e-23 +/- 7.85e-142],7.182172767065606193255635065104003811262e-142,2.71249363347255731841838074086330876102040408797486421010346e-13559
[4.54255804888501453551151781794605470711688889058385102899509703194025974469090768007380211701861442333715874063692391e-65 +/- 5.92e-182],1.754725585310169995532608366859939447899e-182,1e-140,[1.126370996349700887058738288188663903782596912995960504533419253062268820431086899872736184393295421138231552693870791e-91 +/- 6.39e-209],4.35101098750254048469291612599175611406e-209,,,,,,8,220,3.496785800001817,[9.08510291310447621726826230116344747288880709210856922799887902247164453857574990921215887334604329965650111071686073e-24 +/- 4.28e-141],3.509446056418966943131542055713162447696e-141,26,acb_coefficient_enclosure,0.1,100,[9.08510291310447621726826230116344747288880709210856922799887902247164453857574990921215887334604329965650111071686073e-24 +/- 4.28e-141],3.509446051531068761532174564429995418554e-141,1.67048664521781643156935749776940373508879225342452014750522e-13557
[1.225478557824552396894599797875535511320408572007734103202207017097799410092269382941919747727185676617033622284823598e-67 +/- 6.67e-185],1.92175915476781988382941909202372467204e-185,1e-140,[1.125441500979212592652891361716875263907867779530808343264663739663766449705521789444136318427162004750528853382374012e-95 +/- 2.60e-213],1.764884003894883818543804846611118290973e-213,,,,,,8,220,3.355489399997168,[2.598010772250668834697206758496122236782531977666080183093446405477714962853923708746501825707323114050716696811261780e-24 +/- 8.78e-142],4.074123469356251921176990245382696533389e-142,27,acb_coefficient_enclosure,0.1,100,[2.598010772250668834697206758496122236782531977666080183093446405477714962853923708746501825707323114050716696811261780e-24 +/- 8.78e-142],4.074123463246379194177780881278737746961e-142,1.0302346728325151519787746604425122671674878770210858800614e-13555
[3.257703272407645282500144896412760705178035304071230958837831155691977120498817680828496357078358059351337985392936e-70 +/- 1.18e-185],8.480068603646604319422743344270973543465e-186,1e-140,[1.0684905900737026027026467143843041325964077793411368042832072887061729601576658262864817826854427937165241759517529e-99 +/- 7.58e-215],2.781368566895995708623189434866502753461e-215,,,,,,8,220,3.414980400004424,[7.596953006251878009800905540547598368140836043035107979048836393091582658691598471501298921541181224428170902653673e-25 +/- 2.86e-140],1.977549117292935225920068883345560620054e-140,28,acb_coefficient_enclosure,0.1,100,[7.596953006251878009800905540547598368140836043035107979048836393091582658691598471501298921541181224428170902653673e-25 +/- 2.86e-140],1.977549115337775953280321886832293808397e-140,6.36215096205342690344787158729411084285887250370916192599323e-13554
[8.536668935239585584041234441995018760596539530963325119243581519596589452225209774130476517085657181635193935272053e-73 +/- 1.53e-188],8.930019962045986948841151390779832020924e-189,1e-140,[9.654940883145086169494548864604898605909886732831983330643246843891657931065295768712642508618350485338493072519163e-104 +/- 3.77e-219],1.009981941528504523117186668962480693977e-219,,,,,,8,220,3.4492411999963224,[2.2694530695743005100798889562803817521492741671048836013601449137506181327056642534788971258918825494354480910106813e-25 +/- 6.45e-141],2.374024488630952210495284800253532188051e-141,29,acb_coefficient_enclosure,0.1,100,[2.2694530695743005100798889562803817521492741671048836013601449137506181327056642534788971258918825494354480910106813e-25 +/- 6.45e-141],2.37402448618700311969560105461194867348e-141,3.93375028975777988877590433058456209402528252432729198407174e-13552
[2.205959291451516208264502814834215839839731130039474611476783629494304280813034319319918359006328647282513333748060e-75 +/- 8.84e-190],8.126127241797549922847312022809812481937e-190,1e-140,[8.31643923844371690300373086310316913148937486156148271210767684576950524947172605801068826640275179064329567978574e-108 +/- 6.87e-222],3.063539914663207785970993562905269613922e-222,,,,,,8,220,3.4419513000029838,[6.92009837269869893741258108697680288350804553244016670716533128801281320299711495184544201321081707363102670499414e-26 +/- 3.91e-140],2.549167602018350930689964087998586723647e-140,30,acb_coefficient_enclosure,0.1,100,[6.92009837269869893741258108697680288350804553244016670716533128801281320299711495184544201321081707363102670499414e-26 +/- 3.91e-140],2.549167598108032385410470094972053100334e-140,2.43505591706973391147833028726021417492450275604259910358277e-13550
[5.62329692547538008172565967227881308178118962407066543179843703809390798825462231597830606408922636289867776042837e-78 +/- 8.41e-192],4.719599978570954499560665435868482108088e-192,1e-140,[6.83863220716151633072887416571514300430278863878451853964863770140907997700063531152752450312309133846383069476671e-112 +/- 7.45e-226],5.739623700917179951769186913005223265423e-226,,,,,,8,220,3.119472100006533,[2.15211572697000661486388975797333871130197210667514857748217681900693581213866141093277006301198884126885533393166e-26 +/- 5.66e-140],1.806258039641688427020386817868480731344e-140,31,acb_coefficient_enclosure,0.1,100,[2.15211572697000661486388975797333871130197210667514857748217681900693581213866141093277006301198884126885533393166e-26 +/- 5.66e-140],1.806258037686529154380639821355213919687e-140,1.50896163495876844292244467324823430776273948564925506355351e-13548
[1.4145338307114400615628281888183282621370822638238732106018548311158909703717351257959171247618982305324444524630e-80 +/- 1.08e-193],5.522457340664816617921614503165119694442e-194,1e-140,[5.3757812926650217802961467947465282445565784193915920875280971579092924530001010624956026354161747445054088405410e-116 +/- 5.15e-229],2.098749571907556156131288570003590370149e-229,,,,,,8,220,3.458303099992918,[6.8211639632853132940486830330406046898266308381117427284981798768406234749110253997735097539564304564283412547766e-27 +/- 4.63e-140],2.663038940410064940356499642532086089774e-140,32,acb_coefficient_enclosure,0.1,100,[6.8211639632853132940486830330406046898266308381117427284981798768406234749110253997735097539564304564283412547766e-27 +/- 4.63e-140],2.66303893649974639507700564950555246646e-140,9.36020509562116055671276449621058573676825477867353294807349e-13547
[3.5123794774249708936201904349666331678873446052695414708674579134867505783109643051088779173896296715953517894666e-83 +/- 3.72e-196],2.550334510866019565915140493331095108624e-196,1e-140,[4.0449740889537560502787240330452679719691324879936457845385570052897847917883072175729983555643514588410706070574e-120 +/- 6.40e-233],2.937050807573270605327774659999378400405e-233,,,,,,8,220,3.712836899998365,[2.2018611740213680982741250697819902393637358167062035600371021785723132277682463771706740870101124389806558524365e-27 +/- 2.02e-140],1.598768736543660643159882855880891590456e-140,33,acb_coefficient_enclosure,0.1,100,[2.2018611740213680982741250697819902393637358167062035600371021785723132277682463771706740870101124389806558524365e-27 +/- 2.02e-140],1.5987687345885013705201358593676247788e-140,5.81170943250507879342165676182627412909790147451968612895309e-13545
[8.611632029592258149034733800574000559706676836860200232726508467803806516199341619901960092872752623275730585604e-86 +/- 6.71e-198],1.947089390749995332084995660129606764319e-198,1e-140,[2.9168954322168814223387850857061729037277404233901296039137380529828875327201455667864350000510830228979648342502e-124 +/- 6.62e-237],6.595098480318438843492036143047964177089e-237,,,,,,8,220,3.3300404000037815,[7.234004345469506960428390194013576657536074623127621613629878275724608903959681542145811625079634454980172502745e-28 +/- 4.19e-140],1.635607859289694391906667808225728290604e-140,34,acb_coefficient_enclosure,0.1,100,[7.234004345469506960428390194013576657536074623127621613629878275724608903959681542145811625079634454980172502745e-28 +/- 4.19e-140],1.635607857334535119266920811712461478948e-140,3.61168261544663447336116872387116861819881181488991508999288e-13543
