A_ball,A_rad,abs_tol,c_ball,c_rad,cache_A,cache_A_exact_contained,cache_A_radius,cache_A_radius_contains_A_ball,cache_A_radius_overlaps_A_ball,cutoff,dps,elapsed_seconds,full_mu_ball,full_mu_rad,k,kind,lam,n_sum,retained_mu_ball,retained_mu_rad,tail_mu_bound
[6.94460358232284316403891646932566808179375268091924162284100e-478 +/- 6.45e-538],1.493712680792875137585400524803201724421e-538,1e-150,[3.464676771154936464776906099855422731046647358459010154206206e-769 +/- 9.14e-830],7.452162751959604208752040851615438478021e-830,,,,,,7,220,0.644101199999568,[8.40250919112133584400362112567838473573604959240651356957399e-90 +/- 3.94e-150],1.807293146844032393112364267626262038172e-150,163,acb_coefficient_enclosure,-100.0,70,[8.40250919112133584400362112567838473573604959240651356957399e-90 +/- 3.94e-150],1.807293144567927433639644924580923501959e-150,1.20905532192694976199371797599733223056937287416978676573218e-6378
[6.33906799354467677657049307807616228238372836655132033582640e-481 +/- 7.75e-541],3.521228462402593628648395591170783922021e-541,1e-150,[1.92839868375054853104117594370265328775151426040748157355769e-774 +/- 3.56e-834],1.071187799675156441836050268782395564805e-834,,,,,,7,220,0.6466579999978421,[5.01608277515971412487849930539758382561865589299837965826912e-90 +/- 5.56e-150],2.786335989528069710151358821777452359123e-150,164,acb_coefficient_enclosure,-100.0,70,[5.01608277515971412487849930539758382561865589299837965826912e-90 +/- 5.56e-150],2.786335984975859791205920135686775286697e-150,5.88835666359742128766727754693168824632615852973328065268287e-6377
[5.77189059815592850168169879023758125714239651545813084104251e-484 +/- 6.92e-544],5.534271376682818907427013819342574038403e-544,1e-150,[1.06415664885434479828642335137590652531645260272756869531146e-779 +/- 2.94e-839],1.020347070026047970518636819027879210827e-839,,,,,,7,220,0.6170665000026929,[3.00526842804993936156312820418073767448447224850427816187396e-90 +/- 6.06e-150],2.881546461468995728267456272696200322413e-150,165,acb_coefficient_enclosure,-100.0,70,[3.00526842804993936156312820418073767448447224850427816187396e-90 +/- 6.06e-150],2.881546456916785809322017586605523249987e-150,2.86786095993516702654030759317479595827867074494955339582781e-6375
[5.2423941810604414961753035873024022461721962962294488928532e-487 +/- 5.22e-546],7.366367703392903086770127398352947994996e-547,1e-150,[5.8224940972778418772343048351585410630837097521008071663579e-785 +/- 4.63e-844],8.181497035093496141720228944241710870636e-845,,,,,,7,220,0.6163681999969413,[1.80697789763996580599408102768401491138835097290211627144797e-90 +/- 4.85e-150],2.539081014358458360213152470856757410644e-150,166,acb_coefficient_enclosure,-100.0,70,[1.80697789763996580599408102768401491138835097290211627144797e-90 +/- 4.85e-150],2.539081009806248441267713784766080338218e-150,1.39681191919484906917289035596702749691656939376386806387181e-6373
[4.7496793777023129569207256800571822780455509092700417997503e-490 +/- 1.07e-549],1.026872943920097615717163091063837072346e-549,1e-150,[3.15883693132271759764302884115197680267933598684633054893921e-790 +/- 8.20e-850],6.829353969965841429548647181517782924074e-850,,,,,,7,220,0.6445376999981818,[1.09033936208051165238804018325752290737910474077635201162133e-90 +/- 7.10e-150],2.35729592451922526893102158063703327038e-150,167,acb_coefficient_enclosure,-100.0,70,[1.09033936208051165238804018325752290737910474077635201162133e-90 +/- 7.10e-150],2.357295922243120309458302237591694734167e-150,6.80351644343353798856538863830268288572766053672986125319293e-6372
[4.2926557229147432298888025697225280294768697417194079108117e-493 +/- 5.86e-552],1.511863158357484255052805247972309221651e-552,1e-150,[1.69933769066781812598264720681056313815889787853138257306961e-795 +/- 9.06e-855],5.985027010498693960352285631842418700329e-855,,,,,,7,220,0.608216500004346,[6.6023456687054778662950074734772712377577088125720455656971e-91 +/- 2.42e-150],2.325330465795737561567646859408154681389e-150,168,acb_coefficient_enclosure,-100.0,70,[6.6023456687054778662950074734772712377577088125720455656971e-91 +/- 2.42e-150],2.325330463519632602094927516362816145176e-150,3.31393835071102451282791853109016437890859192019052440567246e-6370
[3.8700719540633722700005740123109805259628580523104538180994e-496 +/- 5.20e-555],2.36617170140934034431175440207368486175e-555,1e-150,[9.0653790145771059322830362720837484422279205320867897230689e-801 +/- 8.47e-860],5.54259545482720871136914748105720909372e-860,,,,,,7,220,0.615197300001455,[4.0119095732787532544860888117027457237897922751952493394637e-91 +/- 3.83e-150],2.452891565769708139032507192878894815229e-150,169,acb_coefficient_enclosure,-100.0,70,[4.0119095732787532544860888117027457237897922751952493394637e-91 +/- 3.83e-150],2.452891561217498220087068506788217742803e-150,1.61424967508233474278251972577852166338989906720077078203154e-6368
[3.4805451894624280815786287178685789605368465831830545843081e-499 +/- 9.59e-558],5.872622862886719209761845684886091421207e-558,1e-150,[4.795846585003271170630366927110598251858971897162923463708e-806 +/- 3.97e-864],8.091892698855390782374858511456469252131e-865,,,,,,7,220,0.6197439999959897,[2.4462963459103096351356353843576891956732621405276322405204e-91 +/- 5.75e-150],4.127564787278945078122545418510600311026e-150,170,acb_coefficient_enclosure,-100.0,70,[2.4462963459103096351356353843576891956732621405276322405204e-91 +/- 5.75e-150],4.1275647827267351591771067324199232386e-150,7.863431481757379006557312365075373416589329444361291337339e-6367
[3.1225886634071759768236338649465692193014462879530173043593e-502 +/- 8.77e-561],4.056927689802665917279397356920696751185e-561,1e-150,[2.5161508428797421937985338827578084402308496311158940252282e-811 +/- 6.52e-870],3.269031914037562972475318090648247718637e-870,,,,,,7,220,0.6447637000019313,[1.4967902417865329565873188805475261363239936958161022651730e-91 +/- 3.94e-150],1.944658867100681400073626335781088144043e-150,171,acb_coefficient_enclosure,-100.0,70,[1.4967902417865329565873188805475261363239936958161022651730e-91 +/- 3.94e-150],1.94465886482457644060090699273574960783e-150,3.83061447897038034462291930927243190722423048646742906576086e-6365
[2.794637759250944097288035083578348845673264910041164098349e-505 +/- 1.02e-563],9.350922008008378111295311101468875120652e-564,1e-150,[1.3092391109408748285392480140311009079873740288007329345393e-816 +/- 6.40e-875],4.380744069381508024564761413757704309667e-875,,,,,,7,220,0.6282748000012361,[9.189582961747494917929465865424817784917004503527422473878e-92 +/- 4.47e-150],3.074855509411823508619654543695526268368e-150,172,acb_coefficient_enclosure,-100.0,70,[9.189582961747494917929465865424817784917004503527422473878e-92 +/- 4.47e-150],3.074855504859613589674215857604849195942e-150,1.86611992892913572324862042988236994390485918220458203792008e-6363
[2.495074140446268217714499174844683064842043300133070565616e-508 +/- 1.62e-566],8.722491273650204930350962582923370723504e-567,1e-150,[6.756640309670963416459865893479225763271239838510836928196e-822 +/- 3.87e-880],2.362043474071178888383063773969487685426e-880,,,,,,7,220,0.6194719999984954,[5.661126064039993391108378597511190520449525762526773671958e-92 +/- 4.64e-150],1.979064333101773457299939090374172488559e-150,173,acb_coefficient_enclosure,-100.0,70,[5.661126064039993391108378597511190520449525762526773671958e-92 +/- 4.64e-150],1.979064330825668497827219747328833952346e-150,9.09128455289540040389565658996007605236646814846353295418989e-6362
[2.222247835245503673894199916824879088456757448139100859726e-511 +/- 3.20e-569],9.156273985584201261056636791579699014173e-570,1e-150,[3.458522363618652232108605041789985875591282550981898802020e-827 +/- 1.74e-885],1.425006594326831912928695544968634341138e-885,,,,,,7,220,0.6264866000055918,[3.499220686964661545844324413194483901093005229271868305163e-92 +/- 4.13e-150],1.44177542250920329718766442935898013081e-150,174,acb_coefficient_enclosure,-100.0,70,[3.499220686964661545844324413194483901093005229271868305163e-92 +/- 4.13e-150],1.441775420233098337714945086313641594597e-150,4.42920089549800839734778936960146627846381254808955446475905e-6360
[1.974497182893718071496203435501953419337080253383728802693e-514 +/- 4.68e-572],4.017778300173482279845188429774543654398e-572,1e-150,[1.755967874543835631753461312932057498504175566415387167414e-832 +/- 3.71e-890],3.573106952711564490605526584728680568403e-890,,,,,,7,220,0.6383528000005754,[2.170155143296314757405718713816001544849881146465456508309e-92 +/- 6.09e-150],4.415910176028879375670220799849299776823e-150,175,acb_coefficient_enclosure,-100.0,70,[2.170155143296314757405718713816001544849881146465456508309e-92 +/- 6.09e-150],4.415910171476669456724782113758622704396e-150,2.15794200894334591461665373246594515179514696253217865817221e-6358
[1.75016659692303502468504833005462643033048331168805627101e-517 +/- 5.08e-574],6.512389055653717331774674796235832826039e-575,1e-150,[8.84355275220622587058381043985818547003819714565132642579e-838 +/- 6.53e-895],3.290695642077325650803197082315420622769e-895,,,,,,7,220,0.6457308999961242,[1.35036373743155042255045532822423357470955336106417005698e-92 +/- 3.99e-149],5.024718210244192832727372663473234418374e-150,176,acb_coefficient_enclosure,-100.0,70,[1.35036373743155042255045532822423357470955336106417005698e-92 +/- 3.99e-149],5.024718201139772994836495291291880273521e-150,1.0514006972186007474643577208125153163094825101583835904222e-6356
[1.547622144045201209194922649906757667720390027314858788382e-520 +/- 7.18e-578],5.957761280344517241880376029022763327802e-578,1e-150,[4.41813567932946619232951026883257646224856172523731154549e-843 +/- 3.19e-900],1.700815518739895979458451408169425287977e-900,,,,,,7,220,0.6522571000023163,[8.43026084102304895771142018738250191750817721622579733075e-93 +/- 7.18e-150],3.245332292987952113098594226780600644911e-150,177,acb_coefficient_enclosure,-100.0,70,[8.43026084102304895771142018738250191750817721622579733075e-93 +/- 7.18e-150],3.245332288435742194153155540689923572485e-150,5.1228388337437005996876043653222753313253856276646650601501e-6355
[1.36526497479539013431354600375428365846758928946221127600e-523 +/- 3.56e-580],1.120905796375286960857074432974775047853e-580,1e-150,[2.18963164039598967320758483055080918252098845511599832491e-848 +/- 4.74e-905],1.797724865331959065232173005843562386499e-905,,,,,,7,220,0.6161520999958157,[5.28021218114221759172672123377860170742347260811883245184e-93 +/- 9.25e-150],4.33514410287568301966790074399656761745e-150,178,acb_coefficient_enclosure,-100.0,70,[5.28021218114221759172672123377860170742347260811883245184e-93 +/- 9.25e-150],4.335144098323473100722462057905890545024e-150,2.49612833369668548827915624467173611732227123230327307342608e-6353
