A_ball,A_rad,abs_tol,c_ball,c_rad,cache_A,cache_A_exact_contained,cache_A_radius,cache_A_radius_contains_A_ball,cache_A_radius_overlaps_A_ball,cutoff,dps,elapsed_seconds,full_mu_ball,full_mu_rad,k,kind,lam,n_sum,retained_mu_ball,retained_mu_rad,tail_mu_bound
[1.20154267433334990029995762605510954880163740100166452798e-526 +/- 5.02e-583],1.879740234538672300103676030151737538432e-583,1e-150,[1.07656505901371245041148951236771080860708104616549033044e-853 +/- 2.38e-910],1.684220370725245558449953875648365612809e-910,,,,,,7,220,1.1129356999990705,[3.3179652836368808431545198860905730674668546735042241685e-93 +/- 2.94e-149],5.190754294835550485986276146711448837757e-150,179,acb_coefficient_enclosure,-100.0,70,[3.3179652836368808431545198860905730674668546735042241685e-93 +/- 2.94e-149],5.190754285731130648095398774530094692905e-150,1.216288939870643990152291927243528688031155728876912419873047011706005030195345772777752227690070263e-6351
[1.05495862863961611455041538798393511727134711048881397020e-529 +/- 6.09e-586],2.063863729585782074018194088233517671423e-586,1e-150,[5.2512658312761213883024255354921312739718252433940014043e-859 +/- 1.06e-915],1.027329106441396687842297848508182583042e-915,,,,,,7,220,1.0218666000000667,[2.09166683583917862171967987286702809001687065260532648029e-93 +/- 7.65e-150],4.092023299083740510890363991091383741784e-150,180,acb_coefficient_enclosure,-100.0,70,[2.09166683583917862171967987286702809001687065260532648029e-93 +/- 7.65e-150],4.092023294531530591944925305000706669358e-150,5.926797435253323665032954928570890069572315907665863262600213291667682683148567171449706215317458726e-6350
[9.2407952287021412437173893494135056638431641546463394929e-533 +/- 3.82e-589],2.344130742020368629381209548274385717529e-589,1e-150,[2.5413199567247462277983712888197474870171212756946444952e-864 +/- 3.21e-920],6.446616407449061187479351571055279134e-921,,,,,,7,220,0.9643931000027806,[1.32282875280351401163923969369032246396234050054391653220e-93 +/- 5.54e-150],3.355645750134421305724940555380140586734e-150,181,acb_coefficient_enclosure,-100.0,70,[1.32282875280351401163923969369032246396234050054391653220e-93 +/- 5.54e-150],3.355645745582211386779501869289463514308e-150,2.888130022925510807459171893429489654012801545198387197028517160228915674441184702362916067293402959e-6348
[8.0754110508170660800784146254849570969866773846859568820e-536 +/- 6.63e-592],2.763620745495411136346431544191283723947e-592,1e-150,[1.22023436071028185493713885193545964979699200474253137568e-869 +/- 6.37e-926],4.175966975261055485200500692906737308429e-926,,,,,,7,220,0.8466659000005166,[8.3925809330435792942823472610280557171285275138112872734e-94 +/- 3.30e-150],2.872164711898422856879640902322741764961e-150,182,acb_coefficient_enclosure,-100.0,70,[8.3925809330435792942823472610280557171285275138112872734e-94 +/- 3.30e-150],2.872164707346212937934202216232064692534e-150,1.407429279939070157048665492285762533587005509162841454069759855588814331542064446600799673669801601e-6346
[7.0405236023002998129711901847742720352361146586313959558e-539 +/- 6.47e-595],3.389410693632260030107641493283424912798e-595,1e-150,[5.8134304537797669688078361828500177133113853782746600676e-875 +/- 6.82e-931],2.798670149702132054300907390985605267824e-931,,,,,,7,220,1.049060700002883,[5.3414444853864256481071585566369558857654312224912530809e-94 +/- 2.58e-150],2.571449220750104927373401692558264754607e-150,183,acb_coefficient_enclosure,-100.0,70,[5.3414444853864256481071585566369558857654312224912530809e-94 +/- 2.58e-150],2.571449216197895008427963006467587682181e-150,6.858820891474187945181303087065630221581360635252702835432603546922600632051722786772561897434441861e-6345
[6.1239824667250938659651250228065889128672725251088845591e-542 +/- 9.29e-598],4.321665182037552154815171669026806893006e-598,1e-150,[2.7481702774240264853930604813617752051705713866670569278e-880 +/- 2.49e-936],1.939370636895453522042765317163046355897e-936,,,,,,7,220,0.9426440999995975,[3.4102306930363120685275698617956306090439344194240840891e-94 +/- 6.49e-150],2.406583502500593267982534093259355478714e-150,184,acb_coefficient_enclosure,-100.0,70,[3.4102306930363120685275698617956306090439344194240840891e-94 +/- 6.49e-150],2.406583500224488308509814750214016942501e-150,3.342606398140388125154346163000033286577170956741174934677086980604583392037564522345013024432617019e-6343
[5.3144115080460687172138226741993423871249114568156400015e-545 +/- 9.36e-601],5.707625960239918372375876108370831529353e-601,1e-150,[1.2891194205350680285376933588382765428609661543405474969e-885 +/- 6.08e-941],1.384501639703003316090197034074090559116e-941,,,,,,7,220,0.9157443000003695,[2.1840438916856733792765872250119400322614685230311185534e-94 +/- 4.89e-150],2.345641752727004105060057919085113252109e-150,185,acb_coefficient_enclosure,-100.0,70,[2.1840438916856733792765872250119400322614685230311185534e-94 +/- 4.89e-150],2.345641750450899145587338576039774715896e-150,1.629047608754079722127108705477186033816760864389142425711493522811629981440194181361729932473481087e-6341
[4.601212154151242257512941690399586819437285702800727120e-548 +/- 2.13e-603],7.762034675160238810836814024317498293781e-604,1e-150,[6.000636029656823599792568576840898779319377055907132653e-891 +/- 4.44e-946],1.012279879477602763424536470678466978994e-946,,,,,,7,220,1.2630957999972452,[1.4030797142885261572026862260356897839804859549049416728e-94 +/- 3.70e-150],2.366931359644161131725935412262383989928e-150,186,acb_coefficient_enclosure,-100.0,70,[1.4030797142885261572026862260356897839804859549049416728e-94 +/- 3.70e-150],2.366931357368056172253216069217045453715e-150,7.939532568241398195321369747150071021113913070705152857107035053939040598552624671038844086443810369e-6340
[3.974556943344940050480201663509200071886093763486860781e-551 +/- 3.97e-606],1.079639811281088277038778969527633045223e-606,1e-150,[2.771865441806632913823533236592124187034815663216643824e-896 +/- 2.38e-951],7.529433607269432825889600687963573602796e-952,,,,,,7,220,1.051134400000592,[9.041440701084894753393878334203784948721884412709696639e-95 +/- 6.98e-150],2.455996828452657256359591831699787849616e-150,187,acb_coefficient_enclosure,-100.0,70,[9.041440701084894753393878334203784948721884412709696639e-95 +/- 6.98e-150],2.45599682390044733741415314560911077719e-150,3.869622313326614261757031329830982614743973045154082100515874124822502533859901896335385423144893923e-6338
[3.4253748046922252702468456983055094781810732012526083951e-554 +/- 5.76e-610],2.566861659309637454442572463631413306803e-610,1e-150,[1.2706726145702000406591129464867033451377737278880292303e-901 +/- 5.90e-957],9.52199685000426648786409801694300134974e-958,,,,,,7,220,1.1852937000003294,[5.8441085919285038286557468139073995306677548449694313260e-95 +/- 6.28e-151],4.379380085543629907254940731612933698013e-151,188,acb_coefficient_enclosure,-100.0,70,[5.8441085919285038286557468139073995306677548449694313260e-95 +/- 6.28e-151],4.37938007985336750857314237399958735748e-151,1.886055968365425386201205588478628794321498798533322509203691964021577826516596746556039977461204929e-6336
[2.9453294683756326033015294788256298678933220082171847356e-557 +/- 5.85e-613],3.205576205707652146575203297189706637705e-613,1e-150,[5.7809291876379980449335215984063104536569025205891263688e-907 +/- 8.20e-963],6.291727024798290105893810714759819754508e-963,,,,,,7,220,1.0671327999989444,[3.7889197475195990966569857133940367825278152011165117611e-95 +/- 5.85e-151],4.123705363392881709177415151787126247799e-151,189,acb_coefficient_enclosure,-100.0,70,[3.7889197475195990966569857133940367825278152011165117611e-95 +/- 5.85e-151],4.123705357702619310495616794173779907266e-151,9.192905515465568115908936896033168790897373959183658763197836847327336989245670633015758971936896744e-6335
[2.5267923119997733064293944967056348002638693346618088190e-560 +/- 8.66e-616],4.247704444831257668506291694997898218694e-616,1e-150,[2.6102356261932635033186039429344709905961570047891696525e-912 +/- 7.99e-968],4.387978146248129505904376730087313611752e-968,,,,,,7,220,1.1855384999980743,[2.4638841090077674856240387433772609370161920337841313786e-95 +/- 4.76e-151],4.141951588092622803336987379762287975517e-151,190,acb_coefficient_enclosure,-100.0,70,[2.4638841090077674856240387433772609370161920337841313786e-95 +/- 4.76e-151],4.141951582402360404655189022148941634985e-151,4.480877908863807492927686800426036157893835480209966585074725146764198824863027541357891335113913633e-6333
