cutoff,det_sign,dps,kind,lam,log10_abs_det,m,n_sum,near_zero,ok,shift,sigma,signed_sign
8.0,1,90,hankel,0.0001,-375.17841232041720037,8,100,True,True,7,1,1
8.0,-1,90,hankel,0.0001,-447.47051310888283787,9,100,True,True,7,-1,1
8.0,-1,90,hankel,0.0001,-525.92138864934704564,10,100,True,True,7,-1,1
8.0,1,90,hankel,0.0001,-610.54638214517606484,11,100,True,True,7,1,1
8.0,1,90,hankel,0.0001,-701.360778921249883,12,100,True,True,7,1,1
8.0,1,90,hankel,0.0001,-19.490841891923692743,0,100,False,True,8,1,1
8.0,-1,90,hankel,0.0001,-45.308708158539458686,1,100,False,True,8,-1,1
8.0,-1,90,hankel,0.0001,-77.31353887232712487,2,100,False,True,8,-1,1
8.0,1,90,hankel,0.0001,-115.4579278467677746,3,100,False,True,8,1,1
8.0,1,90,hankel,0.0001,-159.72641544139280586,4,100,False,True,8,1,1
8.0,-1,90,hankel,0.0001,-210.11740379092850205,5,100,False,True,8,-1,1
8.0,-1,90,hankel,0.0001,-266.63660858931626287,6,100,True,True,8,-1,1
8.0,1,90,hankel,0.0001,-329.2936012312100702,7,100,True,True,8,1,1
8.0,1,90,hankel,0.0001,-398.10023747718112861,8,100,True,True,8,1,1
8.0,-1,90,hankel,0.0001,-473.06962237203377573,9,100,True,True,8,-1,1
8.0,-1,90,hankel,0.0001,-554.21556229315674,10,100,True,True,8,-1,1
8.0,1,90,hankel,0.0001,-641.55221673765307607,11,100,True,True,8,1,1
8.0,1,90,hankel,0.0001,-735.09385376774719529,12,100,True,True,8,1,1
8.0,1,90,hankel,0.01,-0.90554789852949411892,0,100,False,True,0,1,1
8.0,-1,90,hankel,0.01,-7.444675673209643829,1,100,False,True,0,-1,1
8.0,-1,90,hankel,0.01,-19.74841595941019064,2,100,False,True,0,-1,1
8.0,1,90,hankel,0.01,-37.834981693743930678,3,100,False,True,0,1,1
8.0,1,90,hankel,0.01,-61.768350734661953599,4,100,False,True,0,1,1
8.0,-1,90,hankel,0.01,-91.568938277475184043,5,100,False,True,0,-1,1
8.0,-1,90,hankel,0.01,-127.28574383553484217,6,100,False,True,0,-1,1
8.0,1,90,hankel,0.01,-168.94234039414965572,7,100,False,True,0,1,1
8.0,1,90,hankel,0.01,-216.57199158094146711,8,100,False,True,0,1,1
8.0,-1,90,hankel,0.01,-270.20393130424301061,9,100,True,True,0,-1,1
8.0,-1,90,hankel,0.01,-329.8607560872141517,10,100,True,True,0,-1,1
8.0,1,90,hankel,0.01,-395.57070066975677491,11,100,True,True,0,1,1
8.0,1,90,hankel,0.01,-467.35530943177198278,12,100,True,True,0,1,1
8.0,1,90,hankel,0.01,-3.1438121758166299526,0,100,False,True,1,1,1
8.0,-1,90,hankel,0.01,-12.055602313128676913,1,100,False,True,1,-1,1
8.0,-1,90,hankel,0.01,-26.790178907435672313,2,100,False,True,1,-1,1
8.0,1,90,hankel,0.01,-47.363072981741532301,3,100,False,True,1,1,1
8.0,1,90,hankel,0.01,-73.817624308079221371,4,100,False,True,1,1,1
8.0,-1,90,hankel,0.01,-106.17748290744571659,5,100,False,True,1,-1,1
8.0,-1,90,hankel,0.01,-144.47985726826382028,6,100,False,True,1,-1,1
8.0,1,90,hankel,0.01,-188.74953750772287182,7,100,False,True,1,1,1
8.0,1,90,hankel,0.01,-239.01565604328417684,8,100,False,True,1,1,1
8.0,-1,90,hankel,0.01,-295.30440988549029825,9,100,True,True,1,-1,1
8.0,-1,90,hankel,0.01,-357.63880095443419448,10,100,True,True,1,-1,1
8.0,1,90,hankel,0.01,-426.0436455148001711,11,100,True,True,1,1,1
8.0,1,90,hankel,0.01,-500.54017426692184827,12,100,True,True,1,1,1
8.0,1,90,hankel,0.01,-5.413432154293392143,0,100,False,True,2,1,1
8.0,-1,90,hankel,0.01,-16.707007304013312668,1,100,False,True,2,-1,1
8.0,-1,90,hankel,0.01,-33.882179570016952946,2,100,False,True,2,-1,1
8.0,1,90,hankel,0.01,-56.946197641379224293,3,100,False,True,2,1,1
8.0,1,90,hankel,0.01,-85.92830805764949433,4,100,False,True,2,1,1
8.0,-1,90,hankel,0.01,-120.85068617049865767,5,100,False,True,2,-1,1
8.0,-1,90,hankel,0.01,-161.74291330194164344,6,100,False,True,2,-1,1
8.0,1,90,hankel,0.01,-208.62875711161656452,7,100,False,True,2,1,1
8.0,1,90,hankel,0.01,-261.53400214390683076,8,100,True,True,2,1,1
8.0,-1,90,hankel,0.01,-320.48252888734195845,9,100,True,True,2,-1,1
8.0,-1,90,hankel,0.01,-385.49653355261675437,10,100,True,True,2,-1,1
8.0,1,90,hankel,0.01,-456.59854332312412129,11,100,True,True,2,1,1
8.0,1,90,hankel,0.01,-533.80902729292033668,12,100,True,True,2,1,1
8.0,1,90,hankel,0.01,-7.7094882279218685076,0,100,False,True,3,1,1
8.0,-1,90,hankel,0.01,-21.395617311039782187,1,100,False,True,3,-1,1
8.0,-1,90,hankel,0.01,-41.020572187101681802,2,100,False,True,3,-1,1
8.0,1,90,hankel,0.01,-66.581541615995843136,3,100,False,True,3,1,1
8.0,1,90,hankel,0.01,-98.09708120998288825,4,100,False,True,3,1,1
8.0,-1,90,hankel,0.01,-135.58595971946667052,5,100,False,True,3,-1,1
8.0,-1,90,hankel,0.01,-179.07215868685708631,6,100,False,True,3,-1,1
8.0,1,90,hankel,0.01,-228.5774395318679242,7,100,False,True,3,1,1
8.0,1,90,hankel,0.01,-284.12472971299396367,8,100,True,True,3,1,1
8.0,-1,90,hankel,0.01,-345.73587647242635725,9,100,True,True,3,-1,1
8.0,-1,90,hankel,0.01,-413.43180555361053907,10,100,True,True,3,-1,1
8.0,1,90,hankel,0.01,-487.23327693606711444,11,100,True,True,3,1,1
8.0,1,90,hankel,0.01,-567.15979644499710701,12,100,True,True,3,1,1
8.0,1,90,hankel,0.01,-10.028515759855282246,0,100,False,True,4,1,1
8.0,-1,90,hankel,0.01,-26.11853279307728876,1,100,False,True,4,-1,1
8.0,-1,90,hankel,0.01,-48.202178975051011251,2,100,False,True,4,-1,1
8.0,1,90,hankel,0.01,-76.266420645787437824,3,100,False,True,4,1,1
8.0,1,90,hankel,0.01,-110.3210826342596536,4,100,False,True,4,1,1
8.0,-1,90,hankel,0.01,-150.38082162104472648,5,100,False,True,4,-1,1
8.0,-1,90,hankel,0.01,-196.46507947837279079,6,100,False,True,4,-1,1
8.0,1,90,hankel,0.01,-248.59321816833868364,7,100,False,True,4,1,1
8.0,1,90,hankel,0.01,-306.78561990179216228,8,100,True,True,4,1,1
8.0,-1,90,hankel,0.01,-371.06223317215524691,9,100,True,True,4,-1,1
8.0,-1,90,hankel,0.01,-441.44255386676283813,10,100,True,True,4,-1,1
8.0,1,90,hankel,0.01,-517.94582955567775056,11,100,True,True,4,1,1
8.0,1,90,hankel,0.01,-600.59052137794651032,12,100,True,True,4,1,1
8.0,1,90,hankel,0.01,-12.367930235163507261,0,100,False,True,5,1,1
8.0,-1,90,hankel,0.01,-30.873227264576230791,1,100,False,True,5,-1,1
8.0,-1,90,hankel,0.01,-55.424286838337478408,2,100,False,True,5,-1,1
8.0,1,90,hankel,0.01,-85.998350884201215454,3,100,False,True,5,1,1
8.0,1,90,hankel,0.01,-122.59777269839021416,4,100,False,True,5,1,1
8.0,-1,90,hankel,0.01,-165.23293792892882339,5,100,False,True,5,-1,1
8.0,-1,90,hankel,0.01,-213.91936016268654574,6,100,False,True,5,-1,1
8.0,1,90,hankel,0.01,-268.67388585290117298,7,100,True,True,5,1,1
8.0,1,90,hankel,0.01,-329.51456254470836325,8,100,True,True,5,1,1
8.0,-1,90,hankel,0.01,-396.45952608512790068,9,100,True,True,5,-1,1
8.0,-1,90,hankel,0.01,-469.52680835971459323,10,100,True,True,5,-1,1
8.0,1,90,hankel,0.01,-548.73428108382511731,11,100,True,True,5,1,1
8.0,1,90,hankel,0.01,-634.09933790396874382,12,100,True,True,5,1,1
8.0,1,90,hankel,0.01,-14.72572142836222629,0,100,False,True,6,1,1
8.0,-1,90,hankel,0.01,-35.657505001375155945,1,100,False,True,6,-1,1
8.0,-1,90,hankel,0.01,-62.684533058534854661,2,100,False,True,6,-1,1
8.0,1,90,hankel,0.01,-95.775059377138528323,3,100,False,True,6,1,1
8.0,1,90,hankel,0.01,-134.92485962419768543,4,100,False,True,6,1,1
8.0,-1,90,hankel,0.01,-180.14013100616527148,5,100,False,True,6,-1,1
8.0,-1,90,hankel,0.01,-231.43285509782106536,6,100,False,True,6,-1,1
8.0,1,90,hankel,0.01,-288.81737579951814656,7,100,True,True,6,1,1
8.0,1,90,hankel,0.01,-352.30956079491392389,8,100,True,True,6,1,1
8.0,-1,90,hankel,0.01,-421.92580454391484611,9,100,True,True,6,-1,1
8.0,-1,90,hankel,0.01,-497.68269192592510449,10,100,True,True,6,-1,1
8.0,1,90,hankel,0.01,-579.59680253579891353,11,100,True,True,6,1,1
8.0,1,90,hankel,0.01,-667.68446810652803933,12,100,True,True,6,1,1
8.0,1,90,hankel,0.01,-17.100275727794702929,0,100,False,True,7,1,1
8.0,-1,90,hankel,0.01,-40.469451694567381681,1,100,False,True,7,-1,1
8.0,-1,90,hankel,0.01,-69.980832992171822225,2,100,False,True,7,-1,1
8.0,1,90,hankel,0.01,-105.59447247676562955,3,100,False,True,7,1,1
8.0,1,90,hankel,0.01,-147.30025504714966216,4,100,False,True,7,1,1
8.0,-1,90,hankel,0.01,-195.10037418110599498,5,100,False,True,7,-1,1
8.0,-1,90,hankel,0.01,-249.00356757438724285,6,100,False,True,7,-1,1
8.0,1,90,hankel,0.01,-309.02174809555435942,7,100,True,True,7,1,1
8.0,1,90,hankel,0.01,-375.16872740315696517,8,100,True,True,7,1,1
8.0,-1,90,hankel,0.01,-447.45922532735714849,9,100,True,True,7,-1,1
8.0,-1,90,hankel,0.01,-525.90841717706503114,10,100,True,True,7,-1,1
8.0,1,90,hankel,0.01,-610.53165018679850292,11,100,True,True,7,1,1
8.0,1,90,hankel,0.01,-701.34421330639298827,12,100,True,True,7,1,1
8.0,1,90,hankel,0.01,-19.490265706513304093,0,100,False,True,8,1,1
8.0,-1,90,hankel,0.01,-45.307389180341614887,1,100,False,True,8,-1,1
8.0,-1,90,hankel,0.01,-77.311329928986176052,2,100,False,True,8,-1,1
8.0,1,90,hankel,0.01,-115.45469738368435485,3,100,False,True,8,1,1
8.0,1,90,hankel,0.01,-159.72204387409186129,4,100,False,True,8,1,1
8.0,-1,90,hankel,0.01,-210.11178136732885968,5,100,False,True,8,-1,1
8.0,-1,90,hankel,0.01,-266.62963355532851046,6,100,True,True,8,-1,1
8.0,1,90,hankel,0.01,-329.28517865969028909,7,100,True,True,8,1,1
8.0,1,90,hankel,0.01,-398.09027822464983154,8,100,True,True,8,1,1
8.0,-1,90,hankel,0.01,-473.05804233876211388,9,100,True,True,8,-1,1
8.0,-1,90,hankel,0.01,-554.20228179847472844,10,100,True,True,8,-1,1
8.0,1,90,hankel,0.01,-641.53715999948876158,11,100,True,True,8,1,1
8.0,1,90,hankel,0.01,-735.07694850138004291,12,100,True,True,8,1,1
8.0,1,90,hankel,0.1,-0.90509583730145494324,0,100,False,True,0,1,1
8.0,-1,90,hankel,0.1,-7.4409149702314911862,1,100,False,True,0,-1,1
8.0,-1,90,hankel,0.1,-19.739322532568149842,2,100,False,True,0,-1,1
8.0,1,90,hankel,0.1,-37.818981617367799046,3,100,False,True,0,1,1
8.0,1,90,hankel,0.1,-61.744004226876497824,4,100,False,True,0,1,1
8.0,-1,90,hankel,0.1,-91.535073704012273484,5,100,False,True,0,-1,1
8.0,-1,90,hankel,0.1,-127.24121283875729055,6,100,False,True,0,-1,1
8.0,1,90,hankel,0.1,-168.88616150167300677,7,100,False,True,0,1,1
8.0,1,90,hankel,0.1,-216.50323178003930741,8,100,False,True,0,1,1
8.0,-1,90,hankel,0.1,-270.12170819850504334,9,100,True,True,0,-1,1
8.0,-1,90,hankel,0.1,-329.76428311969536192,10,100,True,True,0,-1,1
8.0,1,90,hankel,0.1,-395.45919542676184555,11,100,True,True,0,1,1
8.0,1,90,hankel,0.1,-467.22805438479267777,12,100,True,True,0,1,1
8.0,1,90,hankel,0.1,-3.1425505910587817554,0,100,False,True,1,1,1
8.0,-1,90,hankel,0.1,-12.050559650064161807,1,100,False,True,1,-1,1
8.0,-1,90,hankel,0.1,-26.779447605054251245,2,100,False,True,1,-1,1
8.0,1,90,hankel,0.1,-47.345123316603367057,3,100,False,True,1,1,1
8.0,1,90,hankel,0.1,-73.791083756834608042,4,100,False,True,1,1,1
8.0,-1,90,hankel,0.1,-106.14118434691839269,5,100,False,True,1,-1,1
8.0,-1,90,hankel,0.1,-144.43269831944962115,6,100,False,True,1,-1,1
8.0,1,90,hankel,0.1,-188.69054302439507826,7,100,False,True,1,1,1
8.0,1,90,hankel,0.1,-238.94390837539276759,8,100,False,True,1,1,1
8.0,-1,90,hankel,0.1,-295.21904956904256803,9,100,True,True,1,-1,1
8.0,-1,90,hankel,0.1,-357.53903871816554255,10,100,True,True,1,-1,1
8.0,1,90,hankel,0.1,-425.92871797961442007,11,100,True,True,1,1,1
8.0,1,90,hankel,0.1,-500.40936971127390784,12,100,True,True,1,1,1
8.0,1,90,hankel,0.1,-5.4114538414469611938,0,100,False,True,2,1,1
8.0,-1,90,hankel,0.1,-16.700779160449515953,1,100,False,True,2,-1,1
8.0,-1,90,hankel,0.1,-33.869904374580258104,2,100,False,True,2,-1,1
8.0,1,90,hankel,0.1,-56.926396070836929297,3,100,False,True,2,1,1
8.0,1,90,hankel,0.1,-85.899662392594459266,4,100,False,True,2,1,1
8.0,-1,90,hankel,0.1,-120.81204673217454942,5,100,False,True,2,-1,1
8.0,-1,90,hankel,0.1,-161.69321255400637191,6,100,False,True,2,-1,1
8.0,1,90,hankel,0.1,-208.56703215680393324,7,100,False,True,2,1,1
8.0,1,90,hankel,0.1,-261.45935160697470945,8,100,True,True,2,1,1
8.0,-1,90,hankel,0.1,-320.39411026608296299,9,100,True,True,2,-1,1
8.0,-1,90,hankel,0.1,-385.3935625296589288,10,100,True,True,2,-1,1
8.0,1,90,hankel,0.1,-456.48027058582235222,11,100,True,True,2,1,1
8.0,1,90,hankel,0.1,-533.67474799422311498,12,100,True,True,2,1,1
8.0,1,90,hankel,0.1,-7.7068614397311973938,0,100,False,True,3,1,1
8.0,-1,90,hankel,0.1,-21.388284439431614479,1,100,False,True,3,-1,1
8.0,-1,90,hankel,0.1,-41.006835714930869071,2,100,False,True,3,-1,1
8.0,1,90,hankel,0.1,-66.559974315238206713,3,100,False,True,3,1,1
8.0,1,90,hankel,0.1,-98.066412716564498861,4,100,False,True,3,1,1
8.0,-1,90,hankel,0.1,-135.54506374637381054,5,100,False,True,3,-1,1
8.0,-1,90,hankel,0.1,-179.01999669198620808,6,100,False,True,3,-1,1
8.0,1,90,hankel,0.1,-228.51306389710228339,7,100,False,True,3,1,1
8.0,1,90,hankel,0.1,-284.047255222108273,8,100,True,True,3,1,1
8.0,-1,90,hankel,0.1,-345.64447514140053556,9,100,True,True,3,-1,1
8.0,-1,90,hankel,0.1,-413.32570139676660531,10,100,True,True,3,-1,1
8.0,1,90,hankel,0.1,-487.11173233853547908,11,100,True,True,3,1,1
8.0,1,90,hankel,0.1,-567.02211408226223172,12,100,True,True,3,1,1
8.0,1,90,hankel,0.1,-10.02529349514849495,0,100,False,True,4,1,1
8.0,-1,90,hankel,0.1,-26.110163627192072389,1,100,False,True,4,-1,1
8.0,-1,90,hankel,0.1,-48.187054296233583988,2,100,False,True,4,-1,1
8.0,1,90,hankel,0.1,-76.243164486914888264,3,100,False,True,4,1,1
8.0,1,90,hankel,0.1,-110.28846711961570286,4,100,False,True,4,1,1
8.0,-1,90,hankel,0.1,-150.33774627564178107,5,100,False,True,4,-1,1
8.0,-1,90,hankel,0.1,-196.41053149929970289,6,100,False,True,4,-1,1
8.0,1,90,hankel,0.1,-248.52626661918297401,7,100,False,True,4,1,1
8.0,1,90,hankel,0.1,-306.70539534925542362,8,100,True,True,4,1,1
8.0,-1,90,hankel,0.1,-370.96792109911635409,9,100,True,True,4,-1,1
8.0,-1,90,hankel,0.1,-441.33338807438851069,10,100,True,True,4,-1,1
8.0,1,90,hankel,0.1,-517.82108297386759744,11,100,True,True,4,1,1
8.0,1,90,hankel,0.1,-600.44950456581714181,12,100,True,True,4,1,1
8.0,1,90,hankel,0.1,-12.364155235174934977,0,100,False,True,5,1,1
8.0,-1,90,hankel,0.1,-30.86388055558367132,1,100,False,True,5,-1,1
8.0,-1,90,hankel,0.1,-55.407838973240119386,2,100,False,True,5,-1,1
8.0,1,90,hankel,0.1,-85.973475038737960632,3,100,False,True,5,1,1
8.0,1,90,hankel,0.1,-122.56327996593940645,4,100,False,True,5,1,1
8.0,-1,90,hankel,0.1,-165.18775428604806927,5,100,False,True,5,-1,1
8.0,-1,90,hankel,0.1,-213.8624965534161713,6,100,False,True,5,-1,1
8.0,1,90,hankel,0.1,-268.60442853152536049,7,100,True,True,5,1,1
8.0,1,90,hankel,0.1,-329.43165744472804875,8,100,True,True,5,1,1
8.0,-1,90,hankel,0.1,-396.3623716371273369,9,100,True,True,5,-1,1
8.0,-1,90,hankel,0.1,-469.41464873334585961,10,100,True,True,5,-1,1
8.0,1,90,hankel,0.1,-548.60639916298107393,11,100,True,True,5,1,1
8.0,1,90,hankel,0.1,-633.95505230749260998,12,100,True,True,5,1,1
8.0,1,90,hankel,0.1,-14.72142913390131644,0,100,False,True,6,1,1
8.0,-1,90,hankel,0.1,-35.647231799360153442,1,100,False,True,6,-1,1
8.0,-1,90,hankel,0.1,-62.666820213264006222,2,100,False,True,6,-1,1
8.0,1,90,hankel,0.1,-95.74862652243535819,3,100,False,True,6,1,1
8.0,1,90,hankel,0.1,-134.88855403698536588,4,100,False,True,6,1,1
8.0,-1,90,hankel,0.1,-180.09290485831734402,5,100,False,True,6,-1,1
8.0,-1,90,hankel,0.1,-231.37374170256691667,6,100,False,True,6,-1,1
8.0,1,90,hankel,0.1,-288.74547862589755499,7,100,True,True,6,1,1
8.0,1,90,hankel,0.1,-352.2240407360022917,8,100,True,True,6,1,1
8.0,-1,90,hankel,0.1,-421.82587264922477378,9,100,True,True,6,-1,1
8.0,-1,90,hankel,0.1,-497.56760291046833662,10,100,True,True,6,-1,1
8.0,1,90,hankel,0.1,-579.46584890121497711,11,100,True,True,6,1,1
8.0,1,90,hankel,0.1,-667.53697659172866932,12,100,True,True,6,1,1
8.0,1,90,hankel,0.1,-17.095496157999829414,0,100,False,True,7,1,1
8.0,-1,90,hankel,0.1,-40.458296837522952278,1,100,False,True,7,-1,1
8.0,-1,90,hankel,0.1,-69.961907576220864021,2,100,False,True,7,-1,1
8.0,1,90,hankel,0.1,-105.56653973527001303,3,100,False,True,7,1,1
8.0,1,90,hankel,0.1,-147.26219608526429941,4,100,False,True,7,1,1
8.0,-1,90,hankel,0.1,-195.05116666681419322,5,100,False,True,7,-1,1
8.0,-1,90,hankel,0.1,-248.94226611465185651,6,100,False,True,7,-1,1
8.0,1,90,hankel,0.1,-308.94747313688352613,7,100,True,True,7,1,1
8.0,1,90,hankel,0.1,-375.08065440269147939,8,100,True,True,7,1,1
8.0,-1,90,hankel,0.1,-447.35657768324722879,9,100,True,True,7,-1,1
8.0,-1,90,hankel,0.1,-525.7904601335967788,10,100,True,True,7,-1,1
8.0,1,90,hankel,0.1,-610.39768563790380824,11,100,True,True,7,1,1
8.0,1,90,hankel,0.1,-701.19357609952315276,12,100,True,True,7,1,1
8.0,1,90,hankel,0.1,-19.485024718991020744,0,100,False,True,8,1,1
8.0,-1,90,hankel,0.1,-45.29539242432473353,1,100,False,True,8,-1,1
8.0,-1,90,hankel,0.1,-77.291239392790880721,2,100,False,True,8,-1,1
8.0,1,90,hankel,0.1,-115.4253170743486641,3,100,False,True,8,1,1
8.0,1,90,hankel,0.1,-159.68228664890581439,4,100,False,True,8,1,1
8.0,-1,90,hankel,0.1,-210.06064948276250001,5,100,False,True,8,-1,1
8.0,-1,90,hankel,0.1,-266.5662019906005927,6,100,True,True,8,-1,1
8.0,1,90,hankel,0.1,-329.20858446219333889,7,100,True,True,8,1,1
8.0,1,90,hankel,0.1,-397.99971102657783714,8,100,True,True,8,1,1
8.0,-1,90,hankel,0.1,-472.95273762709420994,9,100,True,True,8,-1,1
8.0,-1,90,hankel,0.1,-554.08151523508829265,10,100,True,True,8,-1,1
8.0,1,90,hankel,0.1,-641.40024268983269252,11,100,True,True,8,1,1
8.0,1,90,hankel,0.1,-734.92322334486871149,12,100,True,True,8,1,1
