A_ball,A_rad,abs_tol,c_ball,c_rad,cache_A,cache_A_exact_contained,cache_A_radius,cache_A_radius_contains_A_ball,cache_A_radius_overlaps_A_ball,cutoff,dps,elapsed_seconds,full_mu_ball,full_mu_rad,k,kind,lam,n_sum,retained_mu_ball,retained_mu_rad,tail_mu_bound
[0.12428019454707852747819343492134942995182340238942629648330855849962388226138587130979249124 +/- 7.76e-93],3.155579631421643786041726510041040137318e-93,1e-90,[0.12428019454707852747819343492134942995182340238942629648330855849962388226138587130979249124 +/- 7.76e-93],3.155579620706136992770398551768069371955e-93,0.12428019454707852747819343492134942995182340238942629648330855849962388226138587,False,1e-80,True,True,8,120,0.9256739000011294,[0.12428019454707852747819343492134942995182340238942629648330855849962388226138587130979249124 +/- 7.76e-93],3.155579617134301395013289232343745783501e-93,0,acb_coefficient_enclosure,0.0,100,[0.12428019454707852747819343492134942995182340238942629648330855849962388226138587130979249124 +/- 7.76e-93],3.155579613562465797256179912919422195047e-93,1.610478271967365137163792555956237583841351165245503494262133913440683e-13605
[0.00071787325984829492297655864055100532076853168242465823434826944266198849559039230655219461 +/- 6.41e-93],1.675740788367947972182506436162266837459e-93,1e-90,[0.00071787325984829492297655864055100532076853168242465823434826944266198849559039230655219461 +/- 6.41e-93],1.675740783010194575546842457025781454778e-93,0.00071787325984829492297655864055100532076853168242465823434826944266198849559039231,False,1e-80,True,True,8,120,0.7190245999991021,[0.00143574651969658984595311728110201064153706336484931646869653888532397699118078461310438923 +/- 3.91e-93],3.351481562448553553336575594627239321102e-93,1,acb_coefficient_enclosure,0.0,100,[0.00143574651969658984595311728110201064153706336484931646869653888532397699118078461310438923 +/- 3.91e-93],3.351481558876717955579466275202915732648e-93,3.43568698019704562594942411937330684552821581919040745442588568200679e-13604
[3.857875564697437715323305984214098066749796766092613196654512277818986593969606436697513e-6 +/- 3.37e-94],2.977241850120898224749878573405190972571e-94,1e-90,[1.928937782348718857661652992107049033374898383046306598327256138909493296984803218348756e-6 +/- 6.30e-94],1.488620920595654615178552637422191000718e-94,0.0000038578755646974377153233059842140980667497967660926131966545122778189865939696064,False,1e-80,True,True,8,120,0.7070933999984845,[4.629450677636925258387967181056917680099756119311135835985414733382783912763527724037016e-5 +/- 8.05e-93],3.57269019871406428315719837154028763636e-93,2,acb_coefficient_enclosure,0.0,100,[4.629450677636925258387967181056917680099756119311135835985414733382783912763527724037016e-5 +/- 8.05e-93],3.572690195142228685400089052115964047906e-93,1.319303800395665520364578861839349828682834874569116462499540101890607e-13602
[1.95083315949732907501115326369832977412405265674622869083810648648640923936103307947981e-8 +/- 4.34e-95],3.192015764282323809980338666088178508482e-95,1e-90,[3.2513885991622151250185887728305496235400877612437144847301774774773487322683884657997e-9 +/- 2.01e-95],5.320026245898907409156481218811102812671e-96,0.000000019508331594973290750111532636983297741240526567462286908381064864864092393610331,False,1e-80,True,True,8,120,0.5699163000008411,[2.34099979139679489001338391643799572894886318809547442900572778378369108723323969537577e-6 +/- 7.21e-93],3.830418889457062689358809173767306399658e-93,3,acb_coefficient_enclosure,0.0,100,[2.34099979139679489001338391643799572894886318809547442900572778378369108723323969537577e-6 +/- 7.21e-93],3.830418885885227091601699854342982811204e-93,6.031103087523042378809503368408456359692959426601675257140754751499919e-13601
[9.356780979712821503262352178980954709278499625912856640179689958312191858136010466206e-11 +/- 2.76e-96],2.466167128493477718192363045535779399639e-96,1e-90,[3.898658741547008959692646741242064462199374844130356933408204149296746607556671027586e-12 +/- 2.82e-97],1.027569632512131506411804931785346411079e-97,0.000000000093567809797128215032623521789809547092784996259128566401796899583121918581360105,False,1e-80,True,True,8,120,0.6769589999985328,[1.5719392045917540125480751660688003911587879371533599155501879129964482321668497583226e-7 +/- 4.47e-93],4.14316075276373104357186900647401617858e-93,4,acb_coefficient_enclosure,0.0,100,[1.5719392045917540125480751660688003911587879371533599155501879129964482321668497583226e-7 +/- 4.47e-93],4.143160745620059848057650367625369001672e-93,3.00214909245591442856295278782998716571382869235283390577673125407996e-13599
[4.28203879690750806515980745406285811245691926116700660813524016660991697630304899133e-13 +/- 4.69e-97],1.501855523689974249859839642107428223943e-97,1e-90,[3.56836566408959005429983954505238176038076605097250550677936680550826414691920749278e-15 +/- 3.60e-99],1.251546264291456613006100113604654763156e-99,0.0000000000004282038796907508065159807454062858112456919261167006608135240166609916976303049,False,1e-80,True,True,8,120,0.6235293000008824,[1.294888532184830438904325774108608293206972384576902798300096626382838893634042014979e-8 +/- 6.09e-93],4.541611072210514616154714679282515750011e-93,5,acb_coefficient_enclosure,0.0,100,[1.294888532184830438904325774108608293206972384576902798300096626382838893634042014979e-8 +/- 6.09e-93],4.541611065066843420640496040433868573103e-93,1.572034433867824282592964368900066006773786660722938481570361093045506e-13597
[1.87845998094880881929086379526353618149060583464490763214369579917907487204754651940e-15 +/- 9.25e-99],7.631271091892286097821883626139714539568e-99,1e-90,[2.6089721957622344712373108267549113631813969925623717113106886099709373222882590547e-18 +/- 3.06e-101],1.05989875891882599135679221482282852555e-101,0.0000000000000018784599809488088192908637952635361814906058346449076321436957991790748720475465,False,1e-80,True,True,8,120,0.7070273000008456,[1.2497018561256235312978258657129253508220702496725641495125579412778549308757917484e-9 +/- 3.05e-92],5.076932002949334354620746055103721182639e-93,6,acb_coefficient_enclosure,0.0,100,[1.2497018561256235312978258657129253508220702496725641495125579412778549308757917484e-9 +/- 3.05e-92],5.076931995805663159106527416255074005731e-93,8.513171088022679191888053197735742067451890839607297623273340073107972e-13596
[7.928545489269218908800275960333305441819792451914442450399404068695206878846573433e-18 +/- 3.40e-100],3.373146068590102101712801719268537593222e-100,1e-90,[1.573124105013733910476245230224862190837260407125881438571310331090318825167970919e-21 +/- 3.14e-103],6.692750126092078268508243210565471135928e-104,0.0000000000000000079285454892692189088002759603333054418197924519144424503994040686952068788465734,False,1e-80,True,True,8,120,0.6175831000000471,[1.3714227132062667484681283736315407755268065958265064710844460400936022804133525771e-10 +/- 7.04e-93],5.834625173980017351924607708582032829072e-93,7,acb_coefficient_enclosure,0.0,100,[1.3714227132062667484681283736315407755268065958265064710844460400936022804133525771e-10 +/- 7.04e-93],5.834625166836346156410389069733385652164e-93,4.721972230156579391767240173677424933413315452368847748375612627217222e-13594
[3.229626413901863069027192239146113323148416288646633528713343731673160151520630e-20 +/- 5.09e-99],4.833444947203311851502789174753589555287e-99,1e-90,[8.00998614558993816723013948200920963082444516033391252161047552498303609008093e-25 +/- 3.56e-103],1.198771064756651756318400276550480312554e-103,0.0000000000000000000322962641390186306902719223914611332314841628864663352871334373167316015152063,True,1e-80,True,True,8,120,0.6455588999997417,[1.675912571299692540798680153230118491866859143038449236106282387889865588770843e-11 +/- 3.52e-90],2.508163503086387854274840334737596904706e-90,8,acb_coefficient_enclosure,0.0,100,[1.675912571299692540798680153230118491866859143038449236106282387889865588770843e-11 +/- 3.52e-90],2.508163499428828202171560391647089550129e-90,2.66652549467665659770385327454725172710398990251417284614152242478149e-13592
[1.27289184640438030440705035691001946969666747591670608218670968214768868406086e-22 +/- 4.13e-100],2.058971117010259826914537582823341007303e-100,1e-90,[3.50774869489743249671255058672293725114822386440891226352157650503662005087319e-28 +/- 8.77e-106],5.673972424796421293049768562456332079442e-106,0.00000000000000000000012728918464043803044070503569100194696966674759167060821867096821476886840608621,True,1e-80,True,True,8,120,0.6531202000005578,[2.24579180105130305388502636775239924042506678457810122169122602438359639714529e-12 +/- 4.99e-90],3.632689171831569621607317506464327558972e-90,9,acb_coefficient_enclosure,0.0,100,[2.24579180105130305388502636775239924042506678457810122169122602438359639714529e-12 +/- 4.99e-90],3.632689168174009969504037563373820204395e-90,1.526936704320106514895680190898636778467968954702852661369461262190664e-13590
