A_ball,A_rad,abs_tol,c_ball,c_rad,cache_A,cache_A_exact_contained,cache_A_radius,cache_A_radius_contains_A_ball,cache_A_radius_overlaps_A_ball,cutoff,dps,elapsed_seconds,full_mu_ball,full_mu_rad,k,kind,lam,n_sum,retained_mu_ball,retained_mu_rad,tail_mu_bound
[1.093741619730581218856486868013363272583412191837231e-615 +/- 5.32e-667],8.260820937225860690857347197192588191897e-668,1e-150,[4.536257553598069854841043262050580789055451350082903e-1009 +/- 6.99e-1061],3.426148428813126182303475239126255631922e-1061,,,,,,7,220,1.3317509999997128,[1.744786815855003870360816081515315683484757089545459e-98 +/- 5.71e-150],1.31780405188270064588933659197122744359e-150,208,acb_coefficient_enclosure,-100.0,70,[1.744786815855003870360816081515315683484757089545459e-98 +/- 5.71e-150],1.317804049606595686416617248925888907377e-150,1.085629090120926585958358595681142582628963438777891317580891624254130447916991849593682849941972836e-6302
[8.99841590312243922149935358072978687004867790866603e-619 +/- 4.12e-670],1.387643900374530500663995391398060205907e-670,1e-150,[1.785676330518000695780335866620115893826277817028025e-1014 +/- 7.03e-1066],2.753687862343184775639714625015058051261e-1066,,,,,,7,220,1.1784318999998504,[1.197180805917368922319744147369105715045329134999363e-98 +/- 5.71e-150],1.846170093873367310615108567224570085184e-150,209,acb_coefficient_enclosure,-100.0,70,[1.197180805917368922319744147369105715045329134999363e-98 +/- 5.71e-150],1.846170091597262351142389224179231548971e-150,5.294190739484699983505284292494698422639047719462685749911780085533328745176108463662940733380508582e-6301
[7.38740288056283044483359322037973132651149978518751e-622 +/- 3.54e-673],9.142708885484448007540284628741877766204e-674,1e-150,[6.98086387534483675106570509376003264541311825064905e-1020 +/- 5.46e-1071],8.639572958817182525276083226648215320535e-1072,,,,,,7,220,0.9627723999983573,[8.23624934726371771322073296130860022431072434257951e-99 +/- 2.27e-150],1.019324800853542750783208953161170983249e-150,210,acb_coefficient_enclosure,-100.0,70,[8.23624934726371771322073296130860022431072434257951e-99 +/- 2.27e-150],1.019324799715490271046849281638501715142e-150,2.581829692930175186730332347012082026489365527987848007872654559051894832950372514666599434608912629e-6299
[6.05194403158045380683123217625248259546985959158465e-625 +/- 1.51e-676],7.418542670170870175656619872662102166694e-677,1e-150,[2.710377808148686360334493285584651649162074318313195e-1025 +/- 7.80e-1077],3.322412321380028891423569948879609600096e-1077,,,,,,7,220,1.190273400001388,[5.68126040852642252404747666905390806852942568754173e-99 +/- 2.06e-150],6.964154381531387158341711398537252958879e-151,211,acb_coefficient_enclosure,-100.0,70,[5.68126040852642252404747666905390806852942568754173e-99 +/- 2.06e-150],6.964154370150862360978114683310560277813e-151,1.259115005566349501821750023321802367008253462809960202231796475146135662149721858275585809374639684e-6297
[4.947415619092503305263368817627332897874645946371942e-628 +/- 8.26e-680],7.098974844461988727958520495147040717001e-680,1e-150,[1.045147207813714623724437615163514070035738418517438e-1030 +/- 2.69e-1082],1.499666555035490427177498926564436958181e-1082,,,,,,7,220,1.1795947999999044,[3.92914948635921471271794920647150257755453885914679e-99 +/- 1.04e-150],5.637879533047466130427270085285553559083e-151,212,acb_coefficient_enclosure,-100.0,70,[3.92914948635921471271794920647150257755453885914679e-99 +/- 1.04e-150],5.63787952735720373174547172767220721855e-151,6.140629816558523793943391231386117096701192829096951790978457774200930322206419989759545193154860407e-6296
[4.03594482823622607339078507313967550093224748030257e-631 +/- 5.21e-682],7.622997612874756345273931291793720718673e-683,1e-150,[4.002807327749782844432521008106145552328999822885579e-1036 +/- 7.74e-1088],7.560408243532234752242680333013821961755e-1088,,,,,,7,220,1.2734928999998374,[2.724484256890708259138402291200096401674138717943170e-99 +/- 5.93e-151],5.145941701946010455462623797393026831915e-151,213,acb_coefficient_enclosure,-100.0,70,[2.724484256890708259138402291200096401674138717943170e-99 +/- 5.93e-151],5.145941696255748056780825439779680491383e-151,2.994815361354362014259276871044868584046893224026792061993592111188158640748213027792565073710772084e-6294
[3.28547612900204363595576875114769592551646688567303e-634 +/- 5.65e-685],8.847011397633832790085763169869690241528e-686,1e-150,[1.522663748405922426188040251203318788576774944728979e-1041 +/- 4.65e-1093],4.100173910426003163263668067444283364499e-1093,,,,,,7,220,1.1496482999991713,[1.894066700281921395025174220390598566077184720688753e-99 +/- 8.79e-151],5.100274330357517722289647157936691962988e-151,214,acb_coefficient_enclosure,-100.0,70,[1.894066700281921395025174220390598566077184720688753e-99 +/- 8.79e-151],5.100274324667255323607848800323345622456e-151,1.460618223907163553015078087945729263030609485461831475829648665323772569705707719825264313222622012e-6292
[2.66895100101072535984960243140781293690763849463841e-637 +/- 3.18e-688],1.081197301803062802179603553243070368412e-688,1e-150,[5.75317828845387687356171645135747874145119517026782e-1047 +/- 3.46e-1098],2.330623838134743664322156070551391861432e-1098,,,,,,7,220,1.3224431999988155,[1.320154745542705630877559562706337515308613114512014e-99 +/- 8.76e-151],5.347972818235112088428161951343199242228e-151,215,acb_coefficient_enclosure,-100.0,70,[1.320154745542705630877559562706337515308613114512014e-99 +/- 8.76e-151],5.347972812544849689746363593729852901696e-151,7.123818024304520892791173198771966319760195358211869942787713362823903291829160551843823927668848564e-6291
[2.16359004230233300647894509404833499084271231718454e-640 +/- 4.13e-691],1.366131384826343326000744421268511703408e-691,1e-150,[2.15917804198737657416733523475883966185005062072895e-1052 +/- 5.82e-1103],1.363345564378679315920429129902864494836e-1103,,,,,,7,220,1.1900131000002148,[9.22500224058017913191773802807489629386287543382941e-100 +/- 8.83e-151],5.824839636577390302171171119425352175626e-151,216,acb_coefficient_enclosure,-100.0,70,[9.22500224058017913191773802807489629386287543382941e-100 +/- 8.83e-151],5.824839630887127903489372761812005835093e-151,3.474547640999703850689533182098502464365255560509849453157822598371316711781525212341563915206429857e-6289
[1.75026704769787917352053334715393685469563753403542e-643 +/- 6.23e-694],4.016084090935797388355294611635170201788e-694,1e-150,[8.0492990648222146310940537791037423701703309349068e-1058 +/- 4.39e-1108],1.846955974113580433975527774689989711183e-1108,,,,,,7,220,1.7264850999999908,[6.4626958096180501999733301672553883496731485882682e-100 +/- 2.32e-150],1.482901120268607990892389348614973022884e-150,217,acb_coefficient_enclosure,-100.0,70,[6.4626958096180501999733301672553883496731485882682e-100 +/- 2.32e-150],1.482901117992503031419670005569634486671e-150,1.694700627565303829886892540795032799688221315570976456267805105049292567215370584603470381354823501e-6287
