A_ball,A_rad,abs_tol,c_ball,c_rad,cache_A,cache_A_exact_contained,cache_A_radius,cache_A_radius_contains_A_ball,cache_A_radius_overlaps_A_ball,cutoff,dps,elapsed_seconds,full_mu_ball,full_mu_rad,k,kind,lam,n_sum,retained_mu_ball,retained_mu_rad,tail_mu_bound
[4.8647464782897888376550728309067771892088496891467695806303412659451158430722e-25 +/- 7.07e-102],2.781948263940285667383122629990450900452e-102,1e-90,[1.3405937164599285818053000526087900102537614884112570493359626504478383606350e-31 +/- 2.02e-108],7.66630362187347244957403438742430175434e-109,0.00000000000000000000000048647464782897888376550728309067771892088496891467695806303412659451158430722428,True,1e-80,True,True,8,120,0.633901799999876,[3.2615331449243453722861885477245190556895335821200404344465830440822524894234e-13 +/- 2.32e-90],1.865136541401632128342884414057442811676e-90,10,acb_coefficient_enclosure,0.0,100,[3.2615331449243453722861885477245190556895335821200404344465830440822524894234e-13 +/- 2.32e-90],1.865136539572852302291244442512189134388e-90,8.841690630729759629110224343489249155319286899612708743929832832494509e-13589
[1.806251828512200246800996127746876551067323560336234100113402670258115435950e-27 +/- 2.06e-103],8.807137001053370615874994742329978041938e-104,1e-90,[4.525041657928992922280834455033661393366511244228580698135628783514999789437e-35 +/- 4.86e-111],2.206373494814914728911232915510516972182e-111,1.8062518285122002468009961277468765510673235603362341001134026702581154359498826e-27,True,1e-80,True,True,8,120,0.5672060000015335,[5.086150116736180504547030216655704204658581373967899457201114323643012002422e-14 +/- 3.07e-90],2.479965407961230837628946230848205347171e-90,11,acb_coefficient_enclosure,0.0,100,[5.086150116736180504547030216655704204658581373967899457201114323643012002422e-14 +/- 3.07e-90],2.479965404303671185525666287757697992594e-90,5.166622699000346496314844138108500375977878953512817631235519707335922e-13587
[6.52622560918240219478637315223028863194079942400681738863733742623153904806e-30 +/- 2.11e-105],1.231367362518706487155527816909965185239e-105,1e-90,[1.362464260909024561668765438827404466277523796164108301232675929732080028138e-38 +/- 3.82e-114],2.570695711453755933252496151560358891917e-114,6.5262256091824021947863731522302886319407994240068173886373374262315390480608751e-30,True,1e-80,True,True,8,120,0.7305782000003092,[8.45338773099663626574081341727001732471298488226762503559069798903626707491e-15 +/- 6.57e-90],1.594984039310853362431339612504530975261e-90,12,acb_coefficient_enclosure,0.0,100,[8.45338773099663626574081341727001732471298488226762503559069798903626707491e-15 +/- 6.57e-90],1.594984037482073536379699640959277297972e-90,3.042107445171404017030180228518285021375775127828347021271474003679391e-13585
[2.29796514109598654662238747350386009797905528517549801903912273314065911741e-32 +/- 4.62e-107],3.371147980078099275073336527972139420091e-107,1e-90,[3.69031229363484147446944046421662843647327351977931086891362677500717376343e-42 +/- 6.28e-117],5.413741288406760941228534988900572523675e-117,2.2979651410959865466223874735038600979790552851754980190391227331406591174087531e-32,True,1e-80,True,True,8,120,0.5231863999997586,[1.48827143691347055218126278714872952179644641710567763929809247287369041798e-15 +/- 4.74e-90],2.183315630846917861794243557683390619224e-90,13,acb_coefficient_enclosure,0.0,100,[1.48827143691347055218126278714872952179644641710567763929809247287369041798e-15 +/- 4.74e-90],2.183315627189358209690963614592883264647e-90,1.802730337879350528610477172455280012667126001676057494086799409587787e-13583
[7.8955866018081805624543432708593897042300996392824594526146923803401126720e-35 +/- 4.67e-109],4.184152969984712365033947789454685427026e-109,1e-90,[9.0568265254184984099049916578995639963061120877790954597360728955652123083e-46 +/- 7.47e-120],4.799535412464512912550871510373275339477e-120,7.8955866018081805624543432708593897042300996392824594526146923803401126720047724e-35,True,1e-80,True,True,8,120,0.5265956999992341,[2.7613208467703062049187386114411358920383273524220515617483596896453577463e-16 +/- 1.96e-90],1.463322403661575429306637789857892751291e-90,14,acb_coefficient_enclosure,0.0,100,[2.7613208467703062049187386114411358920383273524220515617483596896453577463e-16 +/- 1.96e-90],1.463322401832795603254997818312639074003e-90,1.074178628915695763254794673794042710996135769274561155097237717161275e-13581
[2.650260428867324644358177874040895362243807462226373858145384254869037177e-37 +/- 4.78e-110],1.13736198906353611747648114732346887378e-110,1e-90,[2.026697543151143759635256438735132691875021490232630955832411219112491756e-49 +/- 5.22e-122],8.697593318592820989857169373423375834646e-123,2.6502604288673246443581778740408953622438074622263738581453842548690371773637996e-37,True,1e-80,True,True,8,120,0.5313007999993715,[5.375873192951823744707935047231476072968105026967730498165302772916014694e-17 +/- 4.94e-90],2.307061495430801530193950156322091302003e-90,15,acb_coefficient_enclosure,0.0,100,[5.375873192951823744707935047231476072968105026967730498165302772916014694e-17 +/- 4.94e-90],2.307061491773241878090670213231583947426e-90,6.431211404088810763228706176005623456802670928301888722130558719520405e-13580
[8.69981417393663655908719736129710694126273713831517765255270009133922988e-40 +/- 4.94e-112],1.197655374580257201778594975190350142206e-112,1e-90,[4.158056464031263973990731575470241103853471502354159497332471654814158350e-53 +/- 9.21e-126],5.72416668089893472224165984902599401362e-126,8.6998141739366365590871973612971069412627371383151776525527000913392298837336557e-40,True,1e-80,True,True,8,120,0.530509099999108,[1.094112877398100838148834282306662488584749680438949101020193148263805266e-17 +/- 5.11e-90],1.506204766866326435376213256140234485897e-90,16,acb_coefficient_enclosure,0.0,100,[1.094112877398100838148834282306662488584749680438949101020193148263805266e-17 +/- 5.11e-90],1.506204765037546609324573284594980808609e-90,3.866522250215818349771440319150047557059545188409377946880917727129844e-13578
[2.79550629086441658367280994694678008405440361776012685496219672845640400e-42 +/- 7.74e-114],5.803877434192522090868896565279934650706e-114,1e-90,[7.8594464410193034017917462642924012559767310560843344555267795990974220e-57 +/- 3.83e-128],1.631735326962502060907160136234326537953e-128,2.7955062908644165836728099469467800840544036177601268549621967284564040019293704e-42,True,1e-80,True,True,8,120,0.48799200000030396,[2.32036637168398398017564216423636941242906925017737841270311976445258666e-18 +/- 7.51e-90],4.817417866461249993338990746201080774198e-90,17,acb_coefficient_enclosure,0.0,100,[2.32036637168398398017564216423636941242906925017737841270311976445258666e-18 +/- 7.51e-90],4.817417859146130689132430860020066065044e-90,2.333169997844516672776366272584257268717074125120173206803570925628066e-13576
[8.8006631727648680574944040199151482588640117138866370852205097052855883e-45 +/- 3.92e-116],3.593003806994801649674328448629026142107e-116,1e-90,[1.37459379556229196626145013015556432036026564442232346949217301577295016e-60 +/- 6.71e-132],5.611986989571807668071380083257290036751e-132,8.8006631727648680574944040199151482588640117138866370852205097052855883031718052e-45,True,1e-80,True,True,8,120,0.4819382999994559,[5.1133971899597434135128938071365828683002409706831650576587559972177643e-19 +/- 2.80e-90],2.087621705304493162973905166260192593421e-90,18,acb_coefficient_enclosure,0.0,100,[5.1133971899597434135128938071365828683002409706831650576587559972177643e-19 +/- 2.80e-90],2.087621701646933510870625223169685238844e-90,1.41251372842478847216731363529425304916925568655923999547026996578564e-13574
[2.7165547128976792252528724300539850043550217394582524070014160122121036e-47 +/- 4.50e-118],4.042982694321449027785851904793033709983e-118,1e-90,[2.2331805422230098465714581303471831589550470072688128220899840399696988e-64 +/- 5.78e-135],3.323588592985739298031551288131489886109e-135,2.7165547128976792252528724300539850043550217394582524070014160122121035954652358e-47,True,1e-80,True,True,8,120,0.5270108999993681,[1.1680039324689621313326446578235012211870133427923192887434595818442979e-19 +/- 5.15e-90],1.738311999131783566116680242663173954031e-90,19,acb_coefficient_enclosure,0.0,100,[1.1680039324689621313326446578235012211870133427923192887434595818442979e-19 +/- 5.15e-90],1.738311997303003740065040271117920276742e-90,8.576493612589484877159483816350746719058455040441744382752818664052295e-13573
